SA32023_V1_00_usual_residence_address,SA32023_V1_00_NAME_usual_residence_address,SA32023_V1_00_NAME_ASCII_usual_residence_address,SA32023_V1_00_educational_institution_address,SA32023_V1_00_NAME_educational_institution_address,SA32023_V1_00_NAME_ASCII_educational_institution_address,2018_Study_at_home,2018_Drive_a_car_truck_or_van,2018_Passenger_in_a_car_truck_or_van,2018_Bicycle,2018_Walk_or_jog,2018_School_bus,2018_Public_bus,2018_Train,2018_Ferry,2018_Other,2018_Total_stated,2023_Study_at_home,2023_Drive_a_car_truck_or_van,2023_Passenger_in_a_car_truck_or_van,2023_Bicycle,2023_Walk_or_jog,2023_School_bus,2023_Public_bus,2023_Train,2023_Ferry,2023_Other,2023_Total_stated
50010,Te Hiku,Te Hiku,50010,Te Hiku,Te Hiku,132,6,204,12,27,159,-999,-999,-999,-999,546,231,6,213,-999,30,156,6,-999,-999,-999,648
50010,Te Hiku,Te Hiku,50030,Doubtless Bay,Doubtless Bay,-999,-999,6,-999,-999,12,-999,-999,-999,-999,18,-999,-999,6,-999,-999,9,-999,-999,-999,-999,21
50010,Te Hiku,Te Hiku,50070,Kaitāia,Kaitaia,-999,45,168,-999,-999,303,-999,-999,-999,-999,528,-999,78,225,-999,-999,267,9,-999,-999,-999,585
50010,Te Hiku,Te Hiku,50100,Kerikeri Rural,Kerikeri Rural,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50010,Te Hiku,Te Hiku,50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50010,Te Hiku,Te Hiku,50240,Whangārei Centre,Whangarei Centre,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,6,-999,-999,-999,-999,-999,12
50010,Te Hiku,Te Hiku,50290,Raumanga-Port Whangārei,Raumanga-Port Whangarei,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
50010,Te Hiku,Te Hiku,51150,Auckland City Centre,Auckland City Centre,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50010,Te Hiku,Te Hiku,51570,Onehunga,Onehunga,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6
50030,Doubtless Bay,Doubtless Bay,50010,Te Hiku,Te Hiku,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,15,-999,-999,18,-999,-999,15,-999,-999,-999,-999,39
50030,Doubtless Bay,Doubtless Bay,50030,Doubtless Bay,Doubtless Bay,75,-999,120,-999,15,153,-999,-999,-999,-999,369,156,6,171,-999,9,216,-999,-999,-999,-999,567
50030,Doubtless Bay,Doubtless Bay,50040,Whangaroa,Whangaroa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,12
50030,Doubtless Bay,Doubtless Bay,50050,Herekino-Takahue-Peria,Herekino-Takahue-Peria,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12
50030,Doubtless Bay,Doubtless Bay,50070,Kaitāia,Kaitaia,-999,9,18,-999,-999,60,-999,-999,-999,-999,90,-999,21,36,-999,-999,39,-999,-999,-999,-999,99
50030,Doubtless Bay,Doubtless Bay,50120,Kerikeri,Kerikeri,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
50030,Doubtless Bay,Doubtless Bay,50240,Whangārei Centre,Whangarei Centre,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50030,Doubtless Bay,Doubtless Bay,51150,Auckland City Centre,Auckland City Centre,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50040,Whangaroa,Whangaroa,50030,Doubtless Bay,Doubtless Bay,-999,-999,6,-999,-999,27,-999,-999,-999,-999,33,-999,-999,15,-999,-999,15,-999,-999,-999,-999,30
50040,Whangaroa,Whangaroa,50040,Whangaroa,Whangaroa,63,-999,54,6,15,132,6,-999,-999,-999,279,87,-999,54,-999,15,138,-999,-999,-999,-999,306
50040,Whangaroa,Whangaroa,50070,Kaitāia,Kaitaia,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
50040,Whangaroa,Whangaroa,50080,Manuwai-Purerua,Manuwai-Purerua,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9
50040,Whangaroa,Whangaroa,50100,Kerikeri Rural,Kerikeri Rural,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6
50040,Whangaroa,Whangaroa,50120,Kerikeri,Kerikeri,-999,-999,36,-999,-999,51,-999,-999,-999,-999,93,-999,9,30,-999,-999,27,-999,-999,-999,-999,69
50040,Whangaroa,Whangaroa,50240,Whangārei Centre,Whangarei Centre,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50050,Herekino-Takahue-Peria,Herekino-Takahue-Peria,50010,Te Hiku,Te Hiku,-999,-999,24,-999,-999,27,-999,-999,-999,-999,54,-999,-999,24,-999,-999,24,-999,-999,-999,-999,45
50050,Herekino-Takahue-Peria,Herekino-Takahue-Peria,50030,Doubtless Bay,Doubtless Bay,-999,-999,9,-999,-999,15,-999,-999,-999,-999,24,-999,-999,12,-999,-999,21,-999,-999,-999,-999,39
50050,Herekino-Takahue-Peria,Herekino-Takahue-Peria,50050,Herekino-Takahue-Peria,Herekino-Takahue-Peria,33,-999,-999,-999,-999,27,-999,-999,-999,-999,66,69,-999,12,-999,-999,27,-999,-999,-999,-999,114
50050,Herekino-Takahue-Peria,Herekino-Takahue-Peria,50060,Hokianga,Hokianga,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,12
50050,Herekino-Takahue-Peria,Herekino-Takahue-Peria,50070,Kaitāia,Kaitaia,-999,9,57,-999,-999,60,-999,-999,-999,-999,129,-999,12,54,-999,-999,60,-999,-999,-999,-999,129
50050,Herekino-Takahue-Peria,Herekino-Takahue-Peria,50240,Whangārei Centre,Whangarei Centre,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50060,Hokianga,Hokianga,50010,Te Hiku,Te Hiku,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
50060,Hokianga,Hokianga,50030,Doubtless Bay,Doubtless Bay,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50060,Hokianga,Hokianga,50060,Hokianga,Hokianga,93,9,72,-999,36,162,-999,-999,-999,-999,387,153,18,93,-999,30,195,-999,-999,-999,-999,498
50060,Hokianga,Hokianga,50070,Kaitāia,Kaitaia,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6,-999,-999,-999,-999,-999,-999,-999,12
50060,Hokianga,Hokianga,50090,Far North District Other,Far North District Other,-999,-999,18,-999,-999,75,-999,-999,-999,-999,96,-999,-999,27,-999,-999,54,-999,-999,-999,-999,81
50060,Hokianga,Hokianga,50120,Kerikeri,Kerikeri,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,15,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,15
50060,Hokianga,Hokianga,50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,-999,18,24,-999,-999,54,-999,-999,-999,-999,102,-999,9,27,-999,-999,39,-999,-999,-999,-999,75
50060,Hokianga,Hokianga,50240,Whangārei Centre,Whangarei Centre,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,21,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,15
50070,Kaitāia,Kaitaia,50010,Te Hiku,Te Hiku,-999,-999,51,-999,-999,93,-999,-999,-999,-999,147,-999,-999,57,-999,-999,114,9,-999,-999,-999,183
50070,Kaitāia,Kaitaia,50030,Doubtless Bay,Doubtless Bay,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,18,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,18
50070,Kaitāia,Kaitaia,50070,Kaitāia,Kaitaia,84,48,276,-999,192,72,-999,-999,-999,-999,678,132,51,288,-999,177,42,-999,-999,-999,6,696
50070,Kaitāia,Kaitaia,50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50070,Kaitāia,Kaitaia,50240,Whangārei Centre,Whangarei Centre,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50070,Kaitāia,Kaitaia,51150,Auckland City Centre,Auckland City Centre,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50080,Manuwai-Purerua,Manuwai-Purerua,50040,Whangaroa,Whangaroa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,6
50080,Manuwai-Purerua,Manuwai-Purerua,50080,Manuwai-Purerua,Manuwai-Purerua,54,-999,39,-999,-999,18,-999,-999,-999,-999,117,72,-999,33,-999,-999,-999,-999,-999,-999,-999,108
50080,Manuwai-Purerua,Manuwai-Purerua,50090,Far North District Other,Far North District Other,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50080,Manuwai-Purerua,Manuwai-Purerua,50100,Kerikeri Rural,Kerikeri Rural,-999,-999,36,-999,-999,-999,-999,-999,-999,-999,39,-999,-999,27,-999,-999,-999,-999,-999,-999,-999,33
50080,Manuwai-Purerua,Manuwai-Purerua,50110,Bay of Islands,Bay of Islands,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50080,Manuwai-Purerua,Manuwai-Purerua,50120,Kerikeri,Kerikeri,-999,9,180,-999,-999,225,-999,-999,-999,-999,420,-999,18,174,-999,-999,192,6,-999,-999,-999,393
50080,Manuwai-Purerua,Manuwai-Purerua,50290,Raumanga-Port Whangārei,Raumanga-Port Whangarei,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
50090,Far North District Other,Far North District Other,50070,Kaitāia,Kaitaia,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
50090,Far North District Other,Far North District Other,50080,Manuwai-Purerua,Manuwai-Purerua,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6
50090,Far North District Other,Far North District Other,50090,Far North District Other,Far North District Other,138,9,276,9,135,321,18,-999,-999,-999,906,228,12,312,-999,135,285,6,-999,-999,-999,984
50090,Far North District Other,Far North District Other,50100,Kerikeri Rural,Kerikeri Rural,-999,-999,21,-999,-999,6,-999,-999,-999,-999,30,-999,-999,33,-999,-999,-999,-999,-999,-999,-999,42
50090,Far North District Other,Far North District Other,50110,Bay of Islands,Bay of Islands,-999,-999,66,-999,-999,48,-999,-999,-999,-999,111,-999,-999,114,-999,-999,54,-999,-999,-999,-999,171
50090,Far North District Other,Far North District Other,50120,Kerikeri,Kerikeri,-999,-999,66,-999,-999,63,-999,-999,-999,-999,138,-999,9,93,-999,-999,30,-999,-999,-999,-999,138
50090,Far North District Other,Far North District Other,50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,-999,15,39,-999,-999,27,-999,-999,-999,-999,87,-999,15,33,-999,-999,42,-999,-999,-999,-999,99
50090,Far North District Other,Far North District Other,50140,Whangarei District North,Whangarei District North,-999,-999,9,-999,-999,27,-999,-999,-999,-999,33,-999,-999,15,-999,-999,21,-999,-999,-999,-999,36
50090,Far North District Other,Far North District Other,50180,Kamo,Kamo,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,21,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,15
50090,Far North District Other,Far North District Other,50240,Whangārei Centre,Whangarei Centre,-999,9,6,-999,-999,24,-999,-999,-999,-999,39,-999,9,6,-999,-999,15,-999,-999,-999,-999,33
50090,Far North District Other,Far North District Other,50290,Raumanga-Port Whangārei,Raumanga-Port Whangarei,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,18
50090,Far North District Other,Far North District Other,51150,Auckland City Centre,Auckland City Centre,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12
50100,Kerikeri Rural,Kerikeri Rural,50080,Manuwai-Purerua,Manuwai-Purerua,-999,-999,12,-999,-999,6,-999,-999,-999,-999,18,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12
50100,Kerikeri Rural,Kerikeri Rural,50090,Far North District Other,Far North District Other,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50100,Kerikeri Rural,Kerikeri Rural,50100,Kerikeri Rural,Kerikeri Rural,48,-999,27,-999,-999,-999,-999,-999,-999,-999,84,75,-999,36,-999,-999,-999,-999,-999,-999,-999,114
50100,Kerikeri Rural,Kerikeri Rural,50110,Bay of Islands,Bay of Islands,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,12
50100,Kerikeri Rural,Kerikeri Rural,50120,Kerikeri,Kerikeri,-999,12,156,-999,-999,159,-999,-999,-999,-999,330,-999,21,189,-999,-999,120,-999,-999,-999,-999,333
50100,Kerikeri Rural,Kerikeri Rural,50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50100,Kerikeri Rural,Kerikeri Rural,50290,Raumanga-Port Whangārei,Raumanga-Port Whangarei,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50110,Bay of Islands,Bay of Islands,50070,Kaitāia,Kaitaia,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
50110,Bay of Islands,Bay of Islands,50080,Manuwai-Purerua,Manuwai-Purerua,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50110,Bay of Islands,Bay of Islands,50090,Far North District Other,Far North District Other,-999,-999,21,-999,-999,57,-999,-999,-999,-999,81,-999,-999,24,-999,-999,51,-999,-999,-999,-999,81
50110,Bay of Islands,Bay of Islands,50100,Kerikeri Rural,Kerikeri Rural,-999,-999,18,-999,-999,6,-999,-999,-999,-999,30,-999,-999,18,-999,-999,15,-999,-999,-999,-999,33
50110,Bay of Islands,Bay of Islands,50110,Bay of Islands,Bay of Islands,99,-999,168,-999,39,78,-999,-999,-999,-999,393,174,9,171,-999,36,81,-999,-999,-999,-999,483
50110,Bay of Islands,Bay of Islands,50120,Kerikeri,Kerikeri,-999,-999,36,-999,-999,117,-999,-999,-999,-999,162,-999,15,69,-999,-999,87,-999,-999,-999,-999,177
50110,Bay of Islands,Bay of Islands,50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,15
50110,Bay of Islands,Bay of Islands,50140,Whangarei District North,Whangarei District North,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50110,Bay of Islands,Bay of Islands,50240,Whangārei Centre,Whangarei Centre,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,15,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12
50110,Bay of Islands,Bay of Islands,50290,Raumanga-Port Whangārei,Raumanga-Port Whangarei,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
50110,Bay of Islands,Bay of Islands,51150,Auckland City Centre,Auckland City Centre,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50110,Bay of Islands,Bay of Islands,61960,Queenstown Centre,Queenstown Centre,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
50120,Kerikeri,Kerikeri,50080,Manuwai-Purerua,Manuwai-Purerua,-999,-999,15,-999,-999,12,-999,-999,-999,-999,27,-999,-999,21,-999,-999,9,-999,-999,-999,-999,27
50120,Kerikeri,Kerikeri,50090,Far North District Other,Far North District Other,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12
50120,Kerikeri,Kerikeri,50100,Kerikeri Rural,Kerikeri Rural,-999,6,87,-999,-999,6,-999,-999,-999,-999,99,-999,-999,81,-999,-999,18,-999,-999,-999,-999,99
50120,Kerikeri,Kerikeri,50110,Bay of Islands,Bay of Islands,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,15
50120,Kerikeri,Kerikeri,50120,Kerikeri,Kerikeri,111,18,471,48,177,84,-999,-999,-999,-999,915,174,48,540,36,228,45,-999,-999,-999,-999,1077
50120,Kerikeri,Kerikeri,50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
50120,Kerikeri,Kerikeri,50290,Raumanga-Port Whangārei,Raumanga-Port Whangarei,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,9
50120,Kerikeri,Kerikeri,51150,Auckland City Centre,Auckland City Centre,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50120,Kerikeri,Kerikeri,51570,Onehunga,Onehunga,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6
50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,50060,Hokianga,Hokianga,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12
50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,50070,Kaitāia,Kaitaia,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,50090,Far North District Other,Far North District Other,-999,-999,69,-999,-999,108,-999,-999,-999,-999,183,-999,-999,90,-999,-999,105,-999,-999,-999,-999,204
50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,50110,Bay of Islands,Bay of Islands,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,50120,Kerikeri,Kerikeri,-999,-999,6,-999,-999,12,-999,-999,-999,-999,18,-999,-999,12,-999,-999,6,-999,-999,-999,-999,21
50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,102,36,237,-999,207,36,-999,-999,-999,6,630,144,27,273,-999,159,36,-999,-999,-999,-999,648
50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,50240,Whangārei Centre,Whangarei Centre,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,50290,Raumanga-Port Whangārei,Raumanga-Port Whangarei,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,51150,Auckland City Centre,Auckland City Centre,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50130,Kaikohe-Ngapuhi,Kaikohe-Ngapuhi,52100,Manurewa,Manurewa,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50140,Whangarei District North,Whangarei District North,50140,Whangarei District North,Whangarei District North,126,-999,198,12,78,132,-999,-999,-999,-999,549,150,9,198,9,51,138,-999,-999,-999,-999,555
50140,Whangarei District North,Whangarei District North,50160,Whangarei District East,Whangarei District East,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,15,-999,-999,27,-999,-999,6,-999,-999,-999,-999,36
50140,Whangarei District North,Whangarei District North,50170,Whangarei District West,Whangarei District West,-999,-999,75,-999,-999,12,-999,-999,-999,-999,84,-999,-999,75,-999,-999,9,-999,-999,-999,-999,84
50140,Whangarei District North,Whangarei District North,50180,Kamo,Kamo,-999,6,147,-999,-999,144,-999,-999,-999,-999,303,-999,9,132,-999,-999,111,-999,-999,-999,-999,255
50140,Whangarei District North,Whangarei District North,50190,Tikipunga,Tikipunga,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,18,-999,-999,15,-999,-999,12,-999,-999,-999,-999,27
50140,Whangarei District North,Whangarei District North,50200,Whangarei District South,Whangarei District South,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50140,Whangarei District North,Whangarei District North,50220,Whau Valley,Whau Valley,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6
50140,Whangarei District North,Whangarei District North,50230,Kensington (Whangarei District),Kensington (Whangarei District),-999,6,30,-999,-999,-999,-999,-999,-999,-999,39,-999,6,27,-999,-999,-999,-999,-999,-999,-999,33
50140,Whangarei District North,Whangarei District North,50240,Whangārei Centre,Whangarei Centre,-999,21,117,-999,-999,57,-999,-999,-999,-999,201,-999,33,150,-999,-999,42,-999,-999,-999,-999,231
50140,Whangarei District North,Whangarei District North,50280,Maunu,Maunu,-999,-999,18,-999,-999,-999,-999,-999,-999,-999,24,-999,-999,12,-999,-999,9,-999,-999,-999,-999,27
50140,Whangarei District North,Whangarei District North,50290,Raumanga-Port Whangārei,Raumanga-Port Whangarei,-999,57,6,-999,-999,-999,-999,-999,-999,-999,69,-999,48,6,-999,-999,-999,-999,-999,-999,-999,54
50140,Whangarei District North,Whangarei District North,51150,Auckland City Centre,Auckland City Centre,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50160,Whangarei District East,Whangarei District East,50100,Kerikeri Rural,Kerikeri Rural,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50160,Whangarei District East,Whangarei District East,50160,Whangarei District East,Whangarei District East,198,-999,507,27,72,234,-999,-999,-999,-999,1053,270,12,492,9,69,222,-999,-999,-999,-999,1083
50160,Whangarei District East,Whangarei District East,50180,Kamo,Kamo,-999,6,81,-999,-999,21,-999,-999,-999,-999,114,-999,-999,102,-999,-999,39,-999,-999,-999,-999,147
50160,Whangarei District East,Whangarei District East,50190,Tikipunga,Tikipunga,-999,-999,18,-999,-999,12,-999,-999,-999,-999,36,-999,-999,21,-999,-999,-999,-999,-999,-999,-999,30
50160,Whangarei District East,Whangarei District East,50230,Kensington (Whangarei District),Kensington (Whangarei District),-999,-999,45,-999,-999,-999,-999,-999,-999,-999,51,-999,-999,27,-999,-999,-999,-999,-999,-999,-999,30
50160,Whangarei District East,Whangarei District East,50240,Whangārei Centre,Whangarei Centre,-999,39,171,-999,-999,201,6,-999,-999,-999,423,-999,54,192,-999,-999,180,15,-999,-999,-999,438
50160,Whangarei District East,Whangarei District East,50250,Riverside,Riverside,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50160,Whangarei District East,Whangarei District East,50270,Horahora,Horahora,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50160,Whangarei District East,Whangarei District East,50280,Maunu,Maunu,-999,-999,-999,-999,-999,39,-999,-999,-999,-999,45,-999,-999,6,-999,-999,33,-999,-999,-999,-999,45
50160,Whangarei District East,Whangarei District East,50290,Raumanga-Port Whangārei,Raumanga-Port Whangarei,-999,90,9,-999,-999,-999,-999,-999,-999,-999,99,-999,45,-999,-999,-999,-999,-999,-999,-999,-999,51
50160,Whangarei District East,Whangarei District East,50300,Onerahi,Onerahi,-999,-999,48,-999,-999,-999,-999,-999,-999,-999,51,-999,-999,39,-999,-999,-999,-999,-999,-999,-999,39
50160,Whangarei District East,Whangarei District East,51150,Auckland City Centre,Auckland City Centre,-999,21,-999,-999,6,-999,-999,-999,-999,-999,27,-999,6,-999,-999,9,-999,-999,-999,-999,-999,18
50160,Whangarei District East,Whangarei District East,51230,Grafton,Grafton,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50160,Whangarei District East,Whangarei District East,51570,Onehunga,Onehunga,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6
50160,Whangarei District East,Whangarei District East,60850,Ilam,Ilam,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
50160,Whangarei District East,Whangarei District East,62210,North Dunedin,North Dunedin,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,9
50170,Whangarei District West,Whangarei District West,50100,Kerikeri Rural,Kerikeri Rural,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50170,Whangarei District West,Whangarei District West,50140,Whangarei District North,Whangarei District North,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12
50170,Whangarei District West,Whangarei District West,50160,Whangarei District East,Whangarei District East,-999,-999,9,-999,-999,21,-999,-999,-999,-999,33,-999,-999,6,-999,-999,30,-999,-999,-999,-999,39
50170,Whangarei District West,Whangarei District West,50170,Whangarei District West,Whangarei District West,141,-999,303,-999,33,144,-999,-999,-999,-999,627,153,6,339,-999,21,102,-999,-999,-999,-999,627
