sa2_code,sa2_name,dhb,pop_cnt,dose1_cnt,dose2_cnt,dose1_uptake,dose2_uptake
142800,One Tree Hill,Auckland,355,324,283, 913 , 797 
142900,Hillsborough East (Auckland),Auckland,170,159,145, 935 , 853 
143100,Remuera Abbotts Park,Auckland,67,54,53, 806 , 791 
143200,Meadowbank East,Auckland,65,59,55, 908 , 846 
143300,Ellerslie Central,Auckland,149,131,117, 879 , 785 
143400,Royal Oak East (Auckland),Auckland,209,183,170, 876 , 813 
143500,Saint Heliers South,Auckland,76,71,65, 934 , 855 
143600,Hillsborough South (Auckland),Auckland,165,150,141, 909 , 855 
143700,Saint Johns West,Auckland,71,Masked,65, >950 , 915 
143800,Greenlane South,Auckland,283,249,219, 880 , 774 
143900,Remuera Waiatarua,Auckland,54,Masked,Masked, >950 , >950 
144100,Onehunga West,Auckland,388,364,336, 938 , 866 
144300,Onehunga North,Auckland,494,431,384, 872 , 777 
144400,Ellerslie East,Auckland,126,Masked,117, >950 , 929 
144500,Saint Johns East,Auckland,159,Masked,136, >950 , 855 
144700,Glen Innes West,Auckland,1232,1031,885, 837 , 718 
144800,Ellerslie South,Auckland,105,Masked,97, >950 , 924 
145000,Onehunga Central,Auckland,525,465,433, 886 , 825 
145100,Glendowie South,Auckland,152,128,121, 842 , 796 
145200,Oranga,Auckland,1016,893,782, 879 , 770 
145300,Mount Wellington North West,Auckland,161,148,138, 919 , 857 
145400,Panmure Glen Innes Industrial,Auckland,63,57,49, 905 , 778 
145500,Onehunga-Te Papapa Industrial,Auckland,163,136,120, 834 , 736 
145600,Te Papapa,Auckland,591,530,476, 897 , 805 
145800,Glen Innes East-Wai O Taiki Bay,Auckland,1272,1111,951, 873 , 748 
145900,Penrose,Auckland,111,93,87, 838 , 784 
146000,Mount Wellington North East,Auckland,114,Masked,106, >950 , 930 
146100,Mangere Bridge Ambury,Counties Manukau,661,569,521, 861 , 788 
146200,Mount Wellington Ferndale,Auckland,611,551,500, 902 , 818 
146300,Point England,Auckland,1807,1543,1333, 854 , 738 
146400,Bucklands Beach North,Counties Manukau,51,40,38, 784 , 745 
146500,Mount Wellington East,Auckland,449,406,369, 904 , 822 
146600,Mount Wellington West,Auckland,569,522,481, 917 , 845 
146800,Mangere Bridge,Counties Manukau,678,566,523, 835 , 771 
147000,Tamaki,Auckland,1241,1071,922, 863 , 743 
147100,Panmure East,Auckland,512,462,411, 902 , 803 
147200,Mount Wellington Central,Auckland,659,556,492, 844 , 747 
147500,Mangere Mountain View,Counties Manukau,1460,1219,1083, 835 , 742 
147800,Half Moon Bay West,Counties Manukau,63,58,55, 921 , 873 
147900,Auckland Airport,Counties Manukau,118,79,69, 669 , 585 
148100,Sunnyhills West-Pakuranga North,Counties Manukau,93,86,78, 925 , 839 
148200,Favona North,Counties Manukau,1560,1353,1216, 867 , 779 
148500,Mangere North,Counties Manukau,1249,1079,947, 864 , 758 
148600,Favona West,Counties Manukau,1934,1686,1499, 872 , 775 
148700,Ostend,Auckland,41,35,31, 854 , 756 
148900,Mangere West,Counties Manukau,2544,2138,1882, 840 , 740 
149000,Pakuranga West,Counties Manukau,471,420,375, 892 , 796 
149100,Mount Wellington South West,Auckland,648,577,515, 890 , 795 
149200,Sunnyhills East,Counties Manukau,72,64,57, 889 , 792 
149300,Half Moon Bay South East,Counties Manukau,147,122,114, 830 , 776 
149400,Favona East,Counties Manukau,2079,1797,1587, 864 , 763 
149500,Mount Wellington South East,Auckland,1230,1076,935, 875 , 760 
149700,Bucklands Beach South,Counties Manukau,103,82,74, 796 , 718 
149800,Pakuranga Central,Counties Manukau,352,307,279, 872 , 793 
149900,Awhitu,Counties Manukau,52,41,40, 788 , 769 
150000,Harania North,Counties Manukau,2690,2336,2025, 868 , 753 
150100,Otahuhu Central,Auckland,582,540,494, 928 , 849 
150200,Mangere Central,Counties Manukau,2169,1861,1660, 858 , 765 
150300,Otahuhu North,Auckland,1610,1501,1344, 932 , 835 
150400,Howick West,Counties Manukau,130,116,110, 892 , 846 
150500,Pakuranga Heights North West,Counties Manukau,216,183,166, 847 , 769 
150600,Mellons Bay,Counties Manukau,45,36,33, 800 , 733 
150700,Pakuranga Heights East,Counties Manukau,209,Masked,183, >950 , 876 
150800,Sutton Park,Counties Manukau,2441,2137,1921, 875 , 787 
150900,Otahuhu East,Auckland,916,823,740, 898 , 808 
151000,Mangere South,Counties Manukau,1909,1617,1448, 847 , 759 
151200,Harania South,Counties Manukau,1879,1655,1468, 881 , 781 
151300,Highland Park (Auckland),Counties Manukau,159,133,115, 836 , 723 
151400,Otahuhu South West,Auckland,1506,1348,1219, 895 , 809 
151500,Pakuranga Heights South West,Counties Manukau,328,299,271, 912 , 826 
151600,Mangere Mascot,Counties Manukau,2287,1967,1735, 860 , 759 
151800,Massey Road West,Counties Manukau,2090,1798,1591, 860 , 761 
151900,Otahuhu South,Auckland,1448,1313,1165, 907 , 805 
152000,Howick Central,Counties Manukau,119,106,97, 891 , 815 
152100,Massey Road North,Counties Manukau,1518,1364,1208, 899 , 796 
152200,Botany Downs West,Counties Manukau,110,102,87, 927 , 791 
152400,Howick East,Counties Manukau,86,77,69, 895 , 802 
152500,Burswood,Counties Manukau,86,77,71, 895 , 826 
152600,Massey Road South,Counties Manukau,1043,914,820, 876 , 786 
152800,Mangere South East,Counties Manukau,1888,1647,1467, 872 , 777 
152900,Botany Downs East,Counties Manukau,70,65,61, 929 , 871 
153000,Grange,Counties Manukau,1147,992,875, 865 , 763 
153100,Golflands,Counties Manukau,64,Masked,60, >950 , 938 
153200,Aorere North,Counties Manukau,838,741,638, 884 , 761 
153300,Mangere East,Counties Manukau,1545,1396,1260, 904 , 816 
153400,Cockle Bay,Counties Manukau,69,Masked,64, >950 , 928 
153500,Otara West,Counties Manukau,1975,1640,1424, 830 , 721 
153600,Aorere Central,Counties Manukau,1018,905,824, 889 , 809 
153700,Northpark North,Counties Manukau,69,62,58, 899 , 841 
153800,Somerville,Counties Manukau,97,87,85, 897 , 876 
153900,Northpark South,Counties Manukau,64,Masked,59, >950 , 922 
154000,Papatoetoe North,Counties Manukau,1353,1227,1123, 907 , 830 
154100,Dingwall,Counties Manukau,739,672,621, 909 , 840 
154200,Aorere South,Counties Manukau,1888,1675,1562, 887 , 827 
154300,Shelly Park,Counties Manukau,53,50,48, 943 , 906 
154400,Otara Central,Counties Manukau,1692,1402,1217, 829 , 719 
154500,Huntington Park,Counties Manukau,76,69,65, 908 , 855 
154700,Botany North,Counties Manukau,71,Masked,Masked, >950 , >950 
154800,Papatoetoe West,Counties Manukau,1539,1372,1267, 891 , 823 
154900,Papatoetoe Central,Counties Manukau,1065,997,929, 936 , 872 
155000,Sunkist Bay,Counties Manukau,54,49,49, 907 , 907 
155100,Otara East,Counties Manukau,2359,2031,1789, 861 , 758 
155200,Redcastle,Counties Manukau,187,162,147, 866 , 786 
155300,Botany East,Counties Manukau,65,59,58, 908 , 892 
155400,Botany South,Counties Manukau,94,Masked,87, >950 , 926 
155500,Manukau Central,Counties Manukau,257,206,178, 802 , 693 
155600,Papatoetoe East,Counties Manukau,1278,1123,1034, 879 , 809 
155700,Otara South,Counties Manukau,2412,2001,1738, 830 , 721 
155800,Ferguson,Counties Manukau,2752,2343,2020, 851 , 734 
155900,Papatoetoe South West,Counties Manukau,1327,1194,1082, 900 , 815 
156100,Dannemora North,Counties Manukau,118,102,95, 864 , 805 
156200,Papatoetoe South,Counties Manukau,896,820,767, 915 , 856 
156300,East Tamaki Heights,Counties Manukau,97,88,86, 907 , 887 
156400,Te Puru,Counties Manukau,75,68,67, 907 , 893 
156500,Puhinui North,Counties Manukau,892,831,774, 932 , 868 
156600,Dannemora South,Counties Manukau,200,182,169, 910 , 845 
156700,Puhinui South,Counties Manukau,677,617,563, 911 , 832 
156800,Rongomai West,Counties Manukau,1525,1280,1111, 839 , 729 
156900,Baverstock,Counties Manukau,356,337,298, 947 , 837 
157000,Puhinui East,Counties Manukau,675,620,577, 919 , 855 
157100,Turanga,Counties Manukau,58,50,50, 862 , 862 
157200,Rongomai East,Counties Manukau,1181,972,861, 823 , 729 
157300,Ormiston North,Counties Manukau,189,176,171, 931 , 905 
157500,Chapel Downs,Counties Manukau,814,704,632, 865 , 776 
157600,Wiri West,Counties Manukau,168,153,128, 911 , 762 
157700,Clover Park North,Counties Manukau,2538,2169,1940, 855 , 764 
157800,Mission Heights North,Counties Manukau,229,212,192, 926 , 838 
157900,Clover Park South,Counties Manukau,1349,1192,1066, 884 , 790 
158000,Donegal Park,Counties Manukau,623,551,504, 884 , 809 
158100,Ormiston South,Counties Manukau,607,Masked,544, >950 , 896 
158200,Mission Heights South,Counties Manukau,302,281,248, 930 , 821 
158300,Hilltop (Auckland),Counties Manukau,733,639,577, 872 , 787 
158400,Wiri East,Counties Manukau,1689,1389,1217, 822 , 721 
158500,Goodwood Heights,Counties Manukau,917,827,753, 902 , 821 
158600,Ormiston East,Counties Manukau,308,Masked,281, >950 , 912 
158700,Clendon Park North,Counties Manukau,1377,1184,1009, 860 , 733 
158800,Burbank,Counties Manukau,1658,1438,1260, 867 , 760 
158900,Tuscany Heights,Counties Manukau,94,86,79, 915 , 840 
159000,Totara Heights,Counties Manukau,570,515,473, 904 , 830 
159100,Homai East,Counties Manukau,987,833,747, 844 , 757 
159200,Homai West,Counties Manukau,1761,1509,1320, 857 , 750 
159300,The Gardens (Auckland),Counties Manukau,430,374,335, 870 , 779 
159400,Clarks Beach,Counties Manukau,44,Masked,Masked, >950 , >950 
159500,Clendon Park West,Counties Manukau,1306,1165,1019, 892 , 780 
159600,Hillpark North,Counties Manukau,366,320,277, 874 , 757 
159700,Clendon Park East,Counties Manukau,1031,924,811, 896 , 787 
159900,Rowandale West,Counties Manukau,1482,1283,1123, 866 , 758 
160000,Rowandale East,Counties Manukau,1383,1218,1083, 881 , 783 
160100,Manurewa Central,Counties Manukau,927,829,740, 894 , 798 
160200,Weymouth North,Counties Manukau,1687,1484,1318, 880 , 781 
160300,Hillpark South,Counties Manukau,482,409,369, 849 , 766 
160400,Alfriston,Counties Manukau,564,485,436, 860 , 773 
160500,Weymouth East,Counties Manukau,1342,1158,1025, 863 , 764 
160600,Leabank,Counties Manukau,1448,1243,1071, 858 , 740 
160700,Weymouth South,Counties Manukau,1110,940,834, 847 , 751 
160800,Manurewa East,Counties Manukau,895,801,675, 895 , 754 
160900,Manurewa South,Counties Manukau,1174,1030,912, 877 , 777 
161000,Randwick Park East,Counties Manukau,521,453,405, 869 , 777 
161100,Wattle Downs West,Counties Manukau,378,347,309, 918 , 817 
161200,Wattle Downs North,Counties Manukau,822,695,586, 845 , 713 
161300,Randwick Park West,Counties Manukau,1239,1062,921, 857 , 743 
161400,Kingseat-Karaka,Counties Manukau,68,Masked,60, >950 , 882 
161500,Wattle Downs East,Counties Manukau,287,258,237, 899 , 826 
161600,Takanini North,Counties Manukau,366,312,266, 852 , 727 
161800,Conifer Grove West,Counties Manukau,177,157,150, 887 , 847 
161900,Conifer Grove East,Counties Manukau,354,276,234, 780 , 661 
162000,Takanini West,Counties Manukau,468,400,346, 855 , 739 
162100,Takanini South,Counties Manukau,607,573,519, 944 , 855 
162200,Takanini Central,Counties Manukau,105,Masked,Masked, >950 , >950 
162300,Ardmore,Counties Manukau,46,42,39, 913 , 848 
162400,Glenbrook,Counties Manukau,94,86,76, 915 , 809 
162500,Hingaia,Counties Manukau,100,Masked,90, >950 , 900 
162600,Takanini South East,Counties Manukau,354,325,279, 918 , 788 
162800,Papakura West,Counties Manukau,170,147,128, 865 , 753 
163000,Papakura North,Counties Manukau,510,441,399, 865 , 782 
163100,Pahurehure,Counties Manukau,209,194,174, 928 , 833 
163200,Papakura Central,Counties Manukau,352,298,260, 847 , 739 
163300,Papakura North East,Counties Manukau,495,467,416, 943 , 840 
163400,Karaka Lakes,Counties Manukau,126,112,100, 889 , 794 
163500,Papakura Kelvin,Counties Manukau,818,735,626, 899 , 765 
163600,Papakura Massey Park,Counties Manukau,506,445,385, 879 , 761 
163700,Rosehill,Counties Manukau,530,477,426, 900 , 804 
163900,Papakura East,Counties Manukau,635,559,485, 880 , 764 
164000,Opaheke,Counties Manukau,241,204,183, 846 , 759 
164200,Red Hill,Counties Manukau,394,350,299, 888 , 759 
164300,Drury,Counties Manukau,90,73,62, 811 , 689 
164400,Tamakae,Counties Manukau,54,Masked,44, >950 , 815 
164500,Hamilton Estate,Counties Manukau,69,61,53, 884 , 768 
164600,Drury Rural,Counties Manukau,72,57,54, 792 , 750 
164800,Waiuku East,Counties Manukau,55,46,43, 836 , 782 
165000,Puni,Counties Manukau,93,84,75, 903 , 806 
165100,Ramarama,Counties Manukau,59,Masked,52, >950 , 881 
165300,Pukekohe North West,Counties Manukau,462,428,362, 926 , 784 
165400,Anselmi Ridge,Counties Manukau,53,Masked,Masked, >950 , >950 
165500,Pukekohe West,Counties Manukau,478,439,369, 918 , 772 
165600,Cape Hill,Counties Manukau,46,Masked,38, >950 , 826 
165700,Rosa Birch Park,Counties Manukau,51,45,44, 882 , 863 
165800,Rooseville Park,Counties Manukau,74,Masked,60, >950 , 811 
165900,Cloverlea (Auckland),Counties Manukau,60,55,51, 917 , 850 
166100,Pukekohe Hospital,Counties Manukau,53,45,39, 849 , 736 
166300,Bombay Hills,Counties Manukau,47,41,37, 872 , 787 
167100,Whitianga South,Waikato,49,36,33, 735 , 673 
167800,Thames South,Waikato,47,37,32, 787 , 681 
169200,Paeroa,Waikato,76,64,59, 842 , 776 
169900,Tuakau Rural,Counties Manukau,59,Masked,Masked, >950 , >950 
170000,Tuakau North,Counties Manukau,125,Masked,114, >950 , 912 
170100,Onewhero,Counties Manukau,40,35,29, 875 , 725 
170300,Tuakau South,Counties Manukau,111,Masked,102, >950 , 919 
170500,Pokeno,Counties Manukau,252,Masked,235, >950 , 933 
170700,Maramarua,Waikato,46,41,37, 891 , 804 
171100,Te Kauwhata,Waikato,55,Masked,Masked, >950 , >950 
171400,Huntly West,Waikato,118,100,78, 847 , 661 
171500,Huntly East,Waikato,285,244,210, 856 , 737 
172100,Ngaruawahia Central,Waikato,75,70,56, 933 , 747 
174100,Te Aroha East,Waikato,76,69,55, 908 , 724 
175000,Matamata South,Waikato,49,Masked,Masked, >950 , >950 
175300,Flagstaff North,Waikato,66,Masked,Masked, >950 , >950 
175500,Flagstaff South,Waikato,42,Masked,Masked, >950 , >950 
175700,Pukete West,Waikato,76,Masked,70, >950 , 921 
175800,Flagstaff East,Waikato,61,Masked,53, >950 , 869 
175900,Rototuna Central,Waikato,108,94,88, 870 , 815 
176000,Pukete East,Waikato,42,Masked,Masked, >950 , >950 
176100,Te Manatu,Waikato,86,69,64, 802 , 744 
176200,Rototuna South,Waikato,76,68,60, 895 , 789 
176400,Saint Andrews West,Waikato,114,104,96, 912 , 842 
176500,Saint Andrews East,Waikato,46,38,34, 826 , 739 
176600,Queenwood (Hamilton City),Waikato,48,31,24, 646 , 500 
176800,Crawshaw,Waikato,172,156,136, 907 , 791 
177000,Western Heights (Hamilton City),Waikato,115,108,100, 939 , 870 
177100,Nawton West,Waikato,184,158,138, 859 , 750 
177200,Nawton East,Waikato,221,188,153, 851 , 692 
177300,Chartwell,Waikato,128,113,100, 883 , 781 
177400,Forest Lake (Hamilton City),Waikato,65,60,58, 923 , 892 
177500,Chedworth,Waikato,42,34,27, 810 , 643 
177600,Beerescourt,Waikato,62,58,48, 935 , 774 
177700,Miropiko,Waikato,67,62,60, 925 , 896 
177800,Porritt,Waikato,148,133,111, 899 , 750 
177900,Dinsdale North,Waikato,164,144,126, 878 , 768 
178000,Maeroa,Waikato,154,Masked,126, >950 , 818 
178100,Dinsdale South,Waikato,113,107,93, 947 , 823 
178200,Fairfield (Hamilton City),Waikato,296,257,207, 868 , 699 
178300,Whitiora,Waikato,97,90,86, 928 , 887 
178400,Enderley North,Waikato,221,184,161, 833 , 729 
178500,Fairview Downs,Waikato,197,183,158, 929 , 802 
178600,Temple View,Waikato,98,80,70, 816 , 714 
178700,Swarbrick,Waikato,124,104,90, 839 , 726 
178800,Kahikatea,Waikato,200,167,151, 835 , 755 
178900,Frankton Junction ,Waikato,51,Masked,46, >950 , 902 
179100,Enderley South,Waikato,202,176,147, 871 , 728 
179200,Ruakura,Waikato,89,84,80, 944 , 899 
179300,Claudelands,Waikato,92,72,59, 783 , 641 
179500,Hamilton Lake,Waikato,120,Masked,Masked, >950 , >950 
179600,Peachgrove,Waikato,142,124,105, 873 , 739 
179700,Hamilton East Village,Waikato,132,123,117, 932 , 886 
179800,Hamilton West,Waikato,43,Masked,36, >950 , 837 
179900,Greensboro,Waikato,287,236,201, 822 , 700 
180000,Hamilton East Cook,Waikato,103,Masked,87, >950 , 845 
180100,Melville North,Waikato,123,103,93, 837 , 756 
180200,Hamilton East,Waikato,96,Masked,85, >950 , 885 
180300,Melville South,Waikato,144,128,113, 889 , 785 
180400,Deanwell,Waikato,94,88,82, 936 , 872 
180500,Bader,Waikato,189,160,142, 847 , 751 
180600,Hillcrest West (Hamilton City),Waikato,91,Masked,81, >950 , 890 
180700,Hillcrest East (Hamilton City),Waikato,138,122,109, 884 , 790 
180800,Silverdale (Hamilton City),Waikato,82,73,61, 890 , 744 
180900,Glenview,Waikato,57,Masked,53, >950 , 930 
181000,Resthill,Waikato,90,80,77, 889 , 856 
181100,Fitzroy ,Waikato,120,Masked,113, >950 , 942 
185500,Otorohanga,Waikato,52,47,43, 904 , 827 
186000,Putararu,Waikato,53,46,37, 868 , 698 
186200,Paraonui,Waikato,119,108,91, 908 , 765 
186300,Parkdale,Waikato,55,38,33, 691 , 600 
186400,Matarawa,Waikato,215,175,146, 814 , 679 
186500,Stanley Park,Waikato,247,204,177, 826 , 717 
186600,Strathmore (South Waikato District),Waikato,336,277,246, 824 , 732 
186700,Tokoroa Central,Waikato,120,100,84, 833 , 700 
186800,Moananui,Waikato,344,267,227, 776 , 660 
187300,Te Kuiti West,Waikato,79,62,59, 785 , 747 
187400,Te Kuiti East,Waikato,70,61,54, 871 , 771 
188500,Nukuhau-Rangatira Park,Lakes,40,35,31, 875 , 775 
188700,Tauhara,Lakes,59,56,47, 949 , 797 
188800,Taupo Central East,Lakes,83,70,63, 843 , 759 
188900,Mountview,Lakes,56,47,40, 839 , 714 
189100,Hilltop (Taupo District),Lakes,54,47,39, 870 , 722 
189300,Richmond Heights,Lakes,50,42,37, 840 , 740 
190500,Aongatete,Bay of Plenty,77,Masked,Masked, >950 , >950 
190600,Katikati,Bay of Plenty,160,Masked,119, >950 , 744 
191900,Te Puke West,Bay of Plenty,95,Masked,Masked, >950 , >950 
192000,Rangiuru,Bay of Plenty,87,Masked,Masked, >950 , >950 
192100,Te Puke East,Bay of Plenty,137,Masked,112, >950 , 818 
192500,Pongakawa,Bay of Plenty,40,Masked,Masked, >950 , >950 
193100,Bellevue,Bay of Plenty,50,45,40, 900 , 800 
193200,Otumoetai North,Bay of Plenty,43,Masked,Masked, >950 , >950 
193400,Brookfield West,Bay of Plenty,58,53,42, 914 , 724 
193600,Brookfield East,Bay of Plenty,47,41,34, 872 , 723 
194000,Judea,Bay of Plenty,55,Masked,48, >950 , 873 
194400,Tauranga Hospital,Bay of Plenty,81,Masked,73, >950 , 901 
194600,Gate Pa,Bay of Plenty,180,150,117, 833 , 650 
194800,Tauranga South,Bay of Plenty,100,77,65, 770 , 650 
194900,Arataki North,Bay of Plenty,50,45,39, 900 , 780 
195100,Pyes Pa West,Bay of Plenty,71,Masked,Masked, >950 , >950 
195200,Greerton North,Bay of Plenty,65,59,47, 908 , 723 
195300,Yatton Park,Bay of Plenty,153,131,95, 856 , 621 
195400,Pyes Pa North,Bay of Plenty,74,Masked,62, >950 , 838 
195500,Arataki South,Bay of Plenty,51,44,35, 863 , 686 
195800,Te Maunga North,Bay of Plenty,47,38,32, 809 , 681 
195900,Maungatapu,Bay of Plenty,42,35,34, 833 , 810 
196000,Hairini,Bay of Plenty,47,42,38, 894 , 809 
196200,Te Maunga South,Bay of Plenty,49,Masked,Masked, >950 , >950 
196600,Welcome Bay West,Bay of Plenty,48,35,29, 729 , 604 
196700,Welcome Bay East,Bay of Plenty,45,Masked,Masked, >950 , >950 
196900,Welcome Bay South,Bay of Plenty,63,55,42, 873 , 667 
197000,Palm Beach North,Bay of Plenty,55,39,35, 709 , 636 
197200,Papamoa Beach North,Bay of Plenty,46,37,31, 804 , 674 
197300,Doncaster,Bay of Plenty,40,37,36, 925 , 900 
197400,Papamoa Beach South,Bay of Plenty,46,36,26, 783 , 565 
197600,Wairakei ,Bay of Plenty,138,111,84, 804 , 609 
198500,Selwyn Heights,Lakes,49,42,35, 857 , 714 
198600,Pleasant Heights,Lakes,85,66,55, 776 , 647 
198800,Kawaha,Lakes,54,49,46, 907 , 852 
198900,Fairy Springs,Lakes,68,55,46, 809 , 676 
199000,Western Heights (Rotorua District),Lakes,91,76,63, 835 , 692 
199100,Pukehangi North,Lakes,77,65,53, 844 , 688 
199200,Pukehangi South,Lakes,48,38,35, 792 , 729 
199400,Koutu,Lakes,63,46,40, 730 , 635 
199500,Mangakakahi West,Lakes,81,72,61, 889 , 753 
199700,Fordlands,Lakes,155,138,101, 890 , 652 
199900,Utuhina,Lakes,75,58,50, 773 , 667 
200200,Hillcrest (Rotorua District),Lakes,40,Masked,29, >950 , 725 
200300,Victoria,Lakes,77,58,48, 753 , 623 
200500,Glenholme North,Lakes,99,83,70, 838 , 707 
200800,Glenholme South,Lakes,44,37,28, 841 , 636 
200900,Owhata West,Lakes,51,47,42, 922 , 824 
201200,Fenton Park,Lakes,44,Masked,39, >950 , 886 
201400,Owhata East,Lakes,60,54,49, 900 , 817 
202600,Whakatane West,Bay of Plenty,50,41,32, 820 , 640 
202700,Whakatane Central,Bay of Plenty,53,46,42, 868 , 792 
202800,Trident,Bay of Plenty,44,Masked,36, >950 , 818 
203900,Tarawera Park,Bay of Plenty,57,40,34, 702 , 596 
204400,Opotiki,Bay of Plenty,74,Masked,Masked, >950 , >950 
204600,Oponae,Bay of Plenty,,<5,<5,,
205400,Hexton,Tairawhiti,63,Masked,Masked, >950 , >950 
205600,Makaraka-Awapuni,Tairawhiti,40,32,31, 800 , 775 
205800,Te Hapara North,Tairawhiti,53,Masked,Masked, >950 , >950 
206000,Elgin,Tairawhiti,86,Masked,62, >950 , 721 
206100,Te Hapara South,Tairawhiti,73,69,59, 945 , 808 
206300,Mangapapa South,Tairawhiti,45,40,36, 889 , 800 
206400,Te Hapara East,Tairawhiti,51,46,40, 902 , 784 
206500,Centennial Crescent,Tairawhiti,48,Masked,42, >950 , 875 
207000,Kaiti South,Tairawhiti,168,Masked,147, >950 , 875 
207100,Outer Kaiti,Tairawhiti,82,74,54, 902 , 659 
207200,Tamarau,Tairawhiti,50,46,38, 920 , 760 
207800,Wairoa,Hawke's Bay,51,48,45, 941 , 882 
208400,Omahu-Pakowhai,Hawke's Bay,53,Masked,Masked, >950 , >950 
208800,Flaxmere West,Hawke's Bay,485,422,343, 870 , 707 
209000,Lochain Park,Hawke's Bay,419,369,300, 881 , 716 
209100,Flaxmere Park,Hawke's Bay,303,Masked,236, >950 , 779 
209200,Flaxmere South,Hawke's Bay,382,328,270, 859 , 707 
209400,Frimley,Hawke's Bay,72,Masked,Masked, >950 , >950 
209500,Camberley,Hawke's Bay,285,246,215, 863 , 754 
209600,Clive,Hawke's Bay,43,Masked,Masked, >950 , >950 
209700,St Leonards,Hawke's Bay,109,94,74, 862 , 679 
209800,Mahora,Hawke's Bay,122,110,96, 902 , 787 
209900,Raureka,Hawke's Bay,196,181,151, 923 , 770 
210000,Cornwall Park,Hawke's Bay,108,95,78, 880 , 722 
210300,Raceway Park,Hawke's Bay,82,Masked,Masked, >950 , >950 
210600,Tomoana Crossing,Hawke's Bay,73,Masked,62, >950 , 849 
210700,Akina Park,Hawke's Bay,52,Masked,47, >950 , 904 
210800,Queens Square,Hawke's Bay,49,Masked,39, >950 , 796 
210900,Mayfair,Hawke's Bay,126,Masked,99, >950 , 786 
211000,Parkhaven,Hawke's Bay,73,Masked,64, >950 , 877 
213500,Tamatea West,Hawke's Bay,42,Masked,36, >950 , 857 
213600,Tamatea North,Hawke's Bay,42,34,28, 810 , 667 
214500,Nelson Park,Hawke's Bay,44,41,33, 932 , 750 
214700,Pirimai East,Hawke's Bay,51,46,41, 902 , 804 
214800,Onekawa East,Hawke's Bay,77,69,49, 896 , 636 
214900,Tareha Reserve,Hawke's Bay,42,36,35, 857 , 833 
215000,Marewa East,Hawke's Bay,93,74,63, 796 , 677 
215100,Onekawa South,Hawke's Bay,122,109,83, 893 , 680 
215300,Maraenui,Hawke's Bay,324,288,255, 889 , 787 
215400,Meeanee-Awatoto,Hawke's Bay,57,Masked,Masked, >950 , >950 
215700,Waipawa,Hawke's Bay,46,37,32, 804 , 696 
216300,Spotswood,Taranaki,74,57,48, 770 , 649 
216800,Blagdon-Lynmouth,Taranaki,52,Masked,46, >950 , 885 
217400,Westown ,Taranaki,65,57,48, 877 , 738 
217500,Bell Block West,Taranaki,73,56,46, 767 , 630 
217600,Bell Block East,Taranaki,57,49,39, 860 , 684 
217800,Lower Vogeltown,Taranaki,43,37,34, 860 , 791 
218100,Merrilands,Taranaki,46,42,36, 913 , 783 
218400,Fitzroy-Glen Avon,Taranaki,45,Masked,36, >950 , 800 
218500,Waitara West,Taranaki,63,57,46, 905 , 730 
218900,Waitara East,Taranaki,50,42,32, 840 , 640 
220800,Kaponga-Mangatoki,Taranaki,,<5,<5,,
223800,Castlecliff East,Whanganui,65,54,48, 831 , 738 
224300,Titoki,Whanganui,101,85,67, 842 , 663 
224400,Springvale West,Whanganui,42,38,34, 905 , 810 
224800,Laird Park,Whanganui,61,51,48, 836 , 787 
225200,Gonville West,Whanganui,59,51,43, 864 , 729 
225300,Gonville North,Whanganui,88,77,70, 875 , 795 
225800,Gonville South,Whanganui,55,47,38, 855 , 691 
226700,Marton North,Whanganui,120,109,95, 908 , 792 
226900,Marton South,Whanganui,136,115,101, 846 , 743 
227000,Bulls,Whanganui,89,65,55, 730 , 618 
227900,Makino,MidCentral,40,34,33, 850 , 825 
228300,Kimbolton West,MidCentral,41,37,33, 902 , 805 
228800,Newbury,MidCentral,59,53,48, 898 , 814 
229000,Milson North,MidCentral,69,58,56, 841 , 812 
229100,Cloverlea (Palmerston North City),MidCentral,57,46,39, 807 , 684 
229300,Milson South,MidCentral,87,74,66, 851 , 759 
229500,Westbrook,MidCentral,211,185,157, 877 , 744 
229600,Takaro North,MidCentral,111,96,78, 865 , 703 
229800,Palmerston North Hospital,MidCentral,55,47,40, 855 , 727 
229900,Highbury East,MidCentral,211,172,142, 815 , 673 
230000,Park West,MidCentral,79,73,63, 924 , 797 
230100,Takaro South,MidCentral,96,85,71, 885 , 740 
230200,Roslyn (Palmerston North City),MidCentral,115,92,78, 800 , 678 
230300,Kelvin Grove West,MidCentral,94,87,80, 926 , 851 
230400,Kelvin Grove North,MidCentral,52,Masked,44, >950 , 846 
230500,Papaioea North,MidCentral,47,Masked,38, >950 , 809 
230600,Palmerston North Central,MidCentral,57,52,45, 912 , 789 
230700,Awapuni North ,MidCentral,206,194,155, 942 , 752 
230800,Terrace End,MidCentral,126,Masked,108, >950 , 857 
230900,Maraetarata,MidCentral,46,42,34, 913 , 739 
231000,Papaioea South,MidCentral,54,47,40, 870 , 741 
231100,Royal Oak (Palmerston North City),MidCentral,52,Masked,Masked, >950 , >950 
231200,West End,MidCentral,102,85,72, 833 , 706 
231300,Awapuni South ,MidCentral,53,Masked,43, >950 , 811 
231400,Milverton,MidCentral,53,44,37, 830 , 698 
231500,Ruamahanga,MidCentral,68,Masked,57, >950 , 838 
231600,Esplanade,MidCentral,50,42,36, 840 , 720 
