sa2_code,sa2_name,dhb,pop_cnt,dose1_cnt,dose2_cnt,dose1_uptake,dose2_uptake
231800,Hokowhitu East,MidCentral,46,41,36, 891 , 783 
232200,Ashhurst,MidCentral,50,Masked,46, >950 , 920 
233300,Dannevirke East,MidCentral,42,Masked,38, >950 , 905 
234800,Ohau-Manakau,MidCentral,61,Masked,Masked, >950 , >950 
234900,Kawiu South,MidCentral,86,76,69, 884 , 802 
235000,Makomako,MidCentral,105,97,79, 924 , 752 
235200,Levin Central,MidCentral,78,68,61, 872 , 782 
235300,Tararua,MidCentral,59,53,49, 898 , 831 
235500,Queenwood (Horowhenua District),MidCentral,116,Masked,93, >950 , 802 
235600,Playford Park,MidCentral,114,106,89, 930 , 781 
235700,Fairfield (Horowhenua District),MidCentral,73,64,51, 877 , 699 
235800,Taitoko,MidCentral,183,160,133, 874 , 727 
235900,Waiopehu,MidCentral,92,87,81, 946 , 880 
236500,Otaki,MidCentral,95,75,63, 789 , 663 
236800,Waikanae Beach,Capital and Coast,47,41,35, 872 , 745 
237000,Paraparaumu Beach North,Capital and Coast,62,53,45, 855 , 726 
237100,Paraparaumu Beach West,Capital and Coast,50,47,42, 940 , 840 
237300,Paraparaumu Beach East,Capital and Coast,54,46,37, 852 , 685 
237500,Paraparaumu North,Capital and Coast,63,Masked,50, >950 , 794 
237600,Waikanae West,Capital and Coast,40,35,32, 875 , 800 
237800,Paraparaumu Central,Capital and Coast,123,115,108, 935 , 878 
238000,Raumati Beach West,Capital and Coast,47,44,37, 936 , 787 
238300,Raumati Beach East,Capital and Coast,46,38,30, 826 , 652 
238400,Paraparaumu East,Capital and Coast,55,39,34, 709 , 618 
238500,Raumati South,Capital and Coast,61,Masked,57, >950 , 934 
239000,Plimmerton,Capital and Coast,56,40,33, 714 , 589 
239100,Titahi Bay North,Capital and Coast,256,222,184, 867 , 719 
239200,Titahi Bay South,Capital and Coast,436,381,331, 874 , 759 
239300,Elsdon-Takapuwahia,Capital and Coast,402,341,288, 848 , 716 
239500,Onepoto,Capital and Coast,186,163,149, 876 , 801 
239600,Camborne,Capital and Coast,42,36,34, 857 , 810 
239800,Paremata,Capital and Coast,92,Masked,85, >950 , 924 
240000,Papakowhai,Capital and Coast,119,107,93, 899 , 782 
240100,Aotea,Capital and Coast,256,Masked,224, >950 , 875 
240200,Postgate,Capital and Coast,311,266,229, 855 , 736 
240300,Ascot Park,Capital and Coast,891,756,654, 848 , 734 
240400,Whitby,Capital and Coast,155,136,120, 877 , 774 
240500,Porirua East,Capital and Coast,666,547,462, 821 , 694 
240600,Endeavour,Capital and Coast,141,Masked,124, >950 , 879 
240700,Cannons Creek North,Capital and Coast,1387,1124,937, 810 , 676 
240800,Waitangirua,Capital and Coast,2034,1657,1384, 815 , 680 
240900,Ranui Heights ,Capital and Coast,244,203,183, 832 , 750 
241000,Cannons Creek East,Capital and Coast,1896,1569,1359, 828 , 717 
241100,Cannons Creek South,Capital and Coast,738,617,499, 836 , 676 
241300,Riverstone Terraces,Hutt Valley,81,70,65, 864 , 802 
241400,Heretaunga,Hutt Valley,97,Masked,87, >950 , 897 
241500,Birchville-Brown Owl,Hutt Valley,95,80,72, 842 , 758 
241600,Poets Block,Hutt Valley,85,76,70, 894 , 824 
241700,Brentwood (Upper Hutt City),Hutt Valley,152,139,123, 914 , 809 
241800,Silverstream (Upper Hutt City),Hutt Valley,74,Masked,Masked, >950 , >950 
241900,Elderslea,Hutt Valley,153,122,101, 797 , 660 
242000,Trentham North,Hutt Valley,161,130,115, 807 , 714 
242100,Totara Park,Hutt Valley,67,52,43, 776 , 642 
242400,Ebdentown,Hutt Valley,79,73,66, 924 , 835 
242500,Wallaceville,Hutt Valley,97,92,79, 948 , 814 
242600,Maoribank,Hutt Valley,145,123,103, 848 , 710 
242900,Clouston Park,Hutt Valley,135,112,100, 830 , 741 
243200,Maungaraki,Hutt Valley,144,127,114, 882 , 792 
243400,Kelson,Hutt Valley,114,101,93, 886 , 816 
243600,Belmont (Lower Hutt City),Hutt Valley,72,68,61, 944 , 847 
243700,Petone Central,Hutt Valley,57,49,43, 860 , 754 
244000,Alicetown-Melling,Hutt Valley,139,121,108, 871 , 777 
244100,Taita North,Hutt Valley,753,658,594, 874 , 789 
244200,Boulcott,Hutt Valley,92,85,75, 924 , 815 
244300,Hutt Central North,Hutt Valley,69,Masked,54, >950 , 783 
244400,Avalon West,Hutt Valley,196,178,155, 908 , 791 
244500,Stokes Valley Central,Hutt Valley,197,165,143, 838 , 726 
244600,Taita South,Hutt Valley,561,453,399, 807 , 711 
244700,Petone East,Hutt Valley,196,175,161, 893 , 821 
244800,Hutt Central South,Hutt Valley,50,40,36, 800 , 720 
244900,Stokes Valley North,Hutt Valley,237,201,180, 848 , 759 
245000,Petone Esplanade,Hutt Valley,170,154,140, 906 , 824 
245100,Epuni West,Hutt Valley,164,139,122, 848 , 744 
245200,Avalon East,Hutt Valley,338,275,241, 814 , 713 
245400,Naenae Central,Hutt Valley,541,444,364, 821 , 673 
245500,Waterloo West,Hutt Valley,71,Masked,62, >950 , 873 
245600,Epuni East,Hutt Valley,197,168,153, 853 , 777 
245800,Moera,Hutt Valley,151,121,105, 801 , 695 
245900,Delaney,Hutt Valley,370,304,265, 822 , 716 
246000,Waiwhetu,Hutt Valley,301,278,247, 924 , 821 
246100,Waterloo East,Hutt Valley,138,126,110, 913 , 797 
246200,Naenae North,Hutt Valley,467,393,336, 842 , 719 
246300,Manuka,Hutt Valley,99,79,68, 798 , 687 
246400,Naenae South,Hutt Valley,390,341,294, 874 , 754 
246600,Arakura,Hutt Valley,262,232,201, 885 , 767 
246900,Wainuiomata West,Hutt Valley,458,417,376, 910 , 821 
247000,Glendale,Hutt Valley,385,324,289, 842 , 751 
247100,Wainuiomata Central,Hutt Valley,176,151,126, 858 , 716 
247300,Homedale East,Hutt Valley,222,187,159, 842 , 716 
247400,Homedale West,Hutt Valley,270,241,208, 893 , 770 
247600,Tawa North,Capital and Coast,230,Masked,203, >950 , 883 
247700,Linden,Capital and Coast,316,277,234, 877 , 741 
247800,Tawa South,Capital and Coast,134,123,111, 918 , 828 
247900,Tawa Central,Capital and Coast,170,151,131, 888 , 771 
248000,Grenada North,Capital and Coast,127,117,103, 921 , 811 
248100,Churton Park North,Capital and Coast,129,113,104, 876 , 806 
248300,Churton Park South,Capital and Coast,92,87,75, 946 , 815 
248400,Johnsonville West,Capital and Coast,154,140,127, 909 , 825 
248500,Grenada Village,Capital and Coast,58,51,43, 879 , 741 
248600,Johnsonville North,Capital and Coast,107,101,84, 944 , 785 
248700,Paparangi,Capital and Coast,148,139,126, 939 , 851 
248900,Johnsonville Central,Capital and Coast,163,134,124, 822 , 761 
249000,Broadmeadows,Capital and Coast,67,53,51, 791 , 761 
249200,Johnsonville South,Capital and Coast,99,86,71, 869 , 717 
249400,Karori Park,Capital and Coast,199,174,150, 874 , 754 
249500,Newlands North,Capital and Coast,225,Masked,195, >950 , 867 
249700,Newlands South,Capital and Coast,218,Masked,199, >950 , 913 
249800,Woodridge,Capital and Coast,58,54,52, 931 , 897 
250100,Wilton,Capital and Coast,76,Masked,67, >950 , 882 
250400,Karori South,Capital and Coast,109,99,94, 908 , 862 
250800,Northland (Wellington City),Capital and Coast,40,37,35, 925 , 875 
250900,Thorndon,Capital and Coast,86,76,68, 884 , 791 
251200,Aro Valley,Capital and Coast,66,59,55, 894 , 833 
251400,Wellington Central,Capital and Coast,95,72,66, 758 , 695 
251600,Dixon Street,Capital and Coast,137,127,107, 927 , 781 
251700,Vivian West,Capital and Coast,62,Masked,57, >950 , 919 
251800,Courtenay,Capital and Coast,41,34,34, 829 , 829 
251900,Brooklyn East,Capital and Coast,51,Masked,45, >950 , 882 
252000,Mount Cook West,Capital and Coast,113,94,83, 832 , 735 
252100,Vivian East,Capital and Coast,44,41,37, 932 , 841 
252200,Brooklyn South,Capital and Coast,68,64,62, 941 , 912 
252400,Mount Cook East,Capital and Coast,92,81,69, 880 , 750 
252500,Mount Victoria,Capital and Coast,71,Masked,67, >950 , 944 
252700,Owhiro Bay,Capital and Coast,125,107,99, 856 , 792 
252800,Kingston-Mornington-Vogeltown,Capital and Coast,104,95,83, 913 , 798 
252900,Newtown North,Capital and Coast,129,Masked,105, >950 , 814 
253000,Newtown West,Capital and Coast,154,141,131, 916 , 851 
253100,Hataitai North,Capital and Coast,86,74,69, 860 , 802 
253300,Berhampore,Capital and Coast,259,232,200, 896 , 772 
253500,Maupuia,Capital and Coast,128,115,104, 898 , 813 
253600,Newtown South,Capital and Coast,252,228,212, 905 , 841 
253700,Kilbirnie Central,Capital and Coast,153,Masked,125, >950 , 817 
253800,Island Bay West,Capital and Coast,128,112,98, 875 , 766 
253900,Melrose,Capital and Coast,46,40,36, 870 , 783 
254000,Island Bay East,Capital and Coast,112,105,97, 938 , 866 
254100,Miramar North,Capital and Coast,119,109,95, 916 , 798 
254200,Kilbirnie East,Capital and Coast,184,163,145, 886 , 788 
254300,Lyall Bay,Capital and Coast,164,127,107, 774 , 652 
254400,Miramar Central,Capital and Coast,136,Masked,118, >950 , 868 
254500,Southgate,Capital and Coast,76,65,58, 855 , 763 
254700,Houghton Bay,Capital and Coast,56,49,36, 875 , 643 
254800,Miramar East,Capital and Coast,89,78,73, 876 , 820 
254900,Miramar South,Capital and Coast,344,325,284, 945 , 826 
255100,Strathmore (Wellington City),Capital and Coast,473,435,372, 920 , 786 
255700,Solway North,Wairarapa,55,Masked,44, >950 , 800 
256100,Douglas Park,Wairarapa,60,52,44, 867 , 733 
256200,Solway South,Wairarapa,93,85,68, 914 , 731 
256300,Lansdowne East,Wairarapa,63,Masked,52, >950 , 825 
256400,Cameron and Soldiers Park,Wairarapa,59,47,40, 797 , 678 
256700,McJorrow Park,Wairarapa,114,98,82, 860 , 719 
257500,Featherston,Wairarapa,51,48,41, 941 , 804 
300800,Kaiteriteri-Riwaka,Nelson Marlborough,52,Masked,Masked, >950 , >950 
301200,Motueka West,Nelson Marlborough,49,Masked,Masked, >950 , >950 
304100,Tahunanui,Nelson Marlborough,55,52,47, 945 , 855 
304200,Britannia,Nelson Marlborough,43,Masked,Masked, >950 , >950 
304400,Broadgreen-Monaco,Nelson Marlborough,46,40,35, 870 , 761 
304500,Washington,Nelson Marlborough,50,44,32, 880 , 640 
304800,The Wood,Nelson Marlborough,43,Masked,31, >950 , 721 
305000,Nayland,Nelson Marlborough,57,Masked,45, >950 , 789 
305300,Rutherford,Nelson Marlborough,40,Masked,37, >950 , 925 
305600,Grampians,Nelson Marlborough,51,Masked,42, >950 , 824 
305900,Omaio,Nelson Marlborough,55,Masked,51, >950 , 927 
307500,Springlands,Nelson Marlborough,70,Masked,64, >950 , 914 
307600,Yelverton,Nelson Marlborough,80,Masked,68, >950 , 850 
307700,Mayfield,Nelson Marlborough,78,Masked,Masked, >950 , >950 
307800,Whitney West,Nelson Marlborough,67,Masked,Masked, >950 , >950 
307900,Blenheim Central,Nelson Marlborough,48,Masked,Masked, >950 , >950 
308000,Riversdale-Islington,Nelson Marlborough,83,Masked,Masked, >950 , >950 
308100,Whitney East,Nelson Marlborough,98,Masked,83, >950 , 847 
308200,Redwoodtown West,Nelson Marlborough,76,64,57, 842 , 750 
308300,Witherlea West,Nelson Marlborough,40,Masked,37, >950 , 925 
308400,Redwoodtown East,Nelson Marlborough,69,62,53, 899 , 768 
308500,Riverlands,Nelson Marlborough,55,Masked,Masked, >950 , >950 
315700,Kaiapoi North West,Canterbury,49,38,34, 776 , 694 
315900,Sovereign Palms,Canterbury,46,40,34, 870 , 739 
316600,Yaldhurst,Canterbury,44,Masked,36, >950 , 818 
317300,Belfast East,Canterbury,58,Masked,52, >950 , 897 
317700,Hawthornden,Canterbury,78,Masked,70, >950 , 897 
