"SA22023_V1_00","SA22023_V1_00_NAME","SA22023_V1_00_NAME_ASCII","leave_SA2","ur_address_18","edu_address_18","ur_address_23","edu_address_23"
"151600","Māngere Mascot","Mangere Mascot","total",582,216,606,252
"151700","Waiheke East","Waiheke East","0",12,12,27,27
"151700","Waiheke East","Waiheke East","1",138,-999,99,-999
"151700","Waiheke East","Waiheke East","total",150,12,129,27
"151800","Massey Road West","Massey Road West","0",78,78,114,114
"151800","Massey Road West","Massey Road West","1",537,291,570,309
"151800","Massey Road West","Massey Road West","total",618,369,684,426
"151900","Ōtāhuhu South","Otahuhu South","0",189,189,171,171
"151900","Ōtāhuhu South","Otahuhu South","1",411,837,396,918
"151900","Ōtāhuhu South","Otahuhu South","total",600,1026,567,1089
"152000","Howick Central","Howick Central","0",222,222,261,261
"152000","Howick Central","Howick Central","1",480,609,570,612
"152000","Howick Central","Howick Central","total",702,834,831,873
"152101","Massey Road North","Massey Road North","0",18,18,48,48
"152101","Massey Road North","Massey Road North","1",411,63,606,57
"152101","Massey Road North","Massey Road North","total",432,84,654,102
"152201","Botany Downs West","Botany Downs West","0",99,99,126,126
"152201","Botany Downs West","Botany Downs West","1",588,1242,633,1497
"152201","Botany Downs West","Botany Downs West","total",684,1341,762,1626
"152300","East Tamaki","East Tamaki","0",-999,-999,6,6
"152300","East Tamaki","East Tamaki","1",18,111,30,759
"152300","East Tamaki","East Tamaki","total",21,111,39,762
"152400","Howick East","Howick East","0",51,51,99,99
"152400","Howick East","Howick East","1",678,96,717,108
"152400","Howick East","Howick East","total",729,147,816,207
"152500","Burswood","Burswood","0",18,18,33,33
"152500","Burswood","Burswood","1",264,-999,225,-999
"152500","Burswood","Burswood","total",282,18,258,36
"152600","Massey Road South","Massey Road South","0",15,15,24,24
"152600","Massey Road South","Massey Road South","1",264,21,342,36
"152600","Massey Road South","Massey Road South","total",279,33,363,57
"152800","Māngere South East","Mangere South East","0",15,15,42,42
"152800","Māngere South East","Mangere South East","1",651,120,720,531
"152800","Māngere South East","Mangere South East","total",666,135,762,573
"152900","Botany Downs East","Botany Downs East","0",123,123,162,162
"152900","Botany Downs East","Botany Downs East","1",360,345,381,393
"152900","Botany Downs East","Botany Downs East","total",483,468,546,558
"153000","Grange","Grange","0",54,54,111,111
"153000","Grange","Grange","1",258,36,387,60
"153000","Grange","Grange","total",312,90,501,171
"153100","Golflands","Golflands","0",30,30,60,60
"153100","Golflands","Golflands","1",435,81,438,135
"153100","Golflands","Golflands","total",465,111,498,195
"153200","Aorere North","Aorere North","0",48,48,45,45
"153200","Aorere North","Aorere North","1",231,90,198,177
"153200","Aorere North","Aorere North","total",279,135,240,222
"153301","Māngere East","Mangere East","0",96,96,156,156
"153301","Māngere East","Mangere East","1",327,882,372,1068
"153301","Māngere East","Mangere East","total",423,975,531,1227
"153400","Cockle Bay","Cockle Bay","0",213,213,279,279
"153400","Cockle Bay","Cockle Bay","1",768,459,705,447
"153400","Cockle Bay","Cockle Bay","total",981,672,987,726
"153500","Ōtara West","Otara West","0",96,96,120,120
"153500","Ōtara West","Otara West","1",321,246,381,270
"153500","Ōtara West","Otara West","total",417,342,501,393
"153600","Aorere Central","Aorere Central","0",33,33,78,78
"153600","Aorere Central","Aorere Central","1",333,396,348,615
"153600","Aorere Central","Aorere Central","total",369,432,423,690
"153700","Northpark North","Northpark North","0",72,72,84,84
"153700","Northpark North","Northpark North","1",603,342,561,249
"153700","Northpark North","Northpark North","total",675,414,645,336
"153800","Somerville","Somerville","0",291,291,279,279
"153800","Somerville","Somerville","1",684,2226,690,2382
"153800","Somerville","Somerville","total",972,2517,969,2664
"153900","Northpark South","Northpark South","0",21,21,42,42
"153900","Northpark South","Northpark South","1",378,-999,444,-999
"153900","Northpark South","Northpark South","total",399,21,486,42
"154001","Papatoetoe North","Papatoetoe North","0",45,45,84,84
"154001","Papatoetoe North","Papatoetoe North","1",519,27,684,27
"154001","Papatoetoe North","Papatoetoe North","total",564,69,768,108
"154101","Dingwall","Dingwall","0",36,36,69,69
"154101","Dingwall","Dingwall","1",369,351,477,474
"154101","Dingwall","Dingwall","total",405,390,543,543
"154201","Aorere South West","Aorere South West","0",105,105,135,135
"154201","Aorere South West","Aorere South West","1",405,843,402,1050
"154201","Aorere South West","Aorere South West","total",507,945,537,1182
"154202","Aorere South East","Aorere South East","0",27,27,42,42
"154202","Aorere South East","Aorere South East","1",462,18,465,18
"154202","Aorere South East","Aorere South East","total",486,45,504,60
"154300","Shelly Park","Shelly Park","0",126,126,171,171
"154300","Shelly Park","Shelly Park","1",573,267,537,300
"154300","Shelly Park","Shelly Park","total",699,393,705,468
"154400","Ōtara Central","Otara Central","0",162,162,165,165
"154400","Ōtara Central","Otara Central","1",225,4401,273,1764
"154400","Ōtara Central","Otara Central","total",381,4560,441,1929
"154500","Huntington Park","Huntington Park","0",12,12,36,36
"154500","Huntington Park","Huntington Park","1",312,39,336,30
"154500","Huntington Park","Huntington Park","total",318,48,372,66
"154600","Botany Central","Botany Central","0",-999,-999,-999,-999
"154600","Botany Central","Botany Central","1",-999,300,-999,144
"154600","Botany Central","Botany Central","total",-999,300,-999,144
"154701","Dannemora North-Shamrock Park","Dannemora North-Shamrock Park","0",108,108,141,141
"154701","Dannemora North-Shamrock Park","Dannemora North-Shamrock Park","1",390,549,336,555
"154701","Dannemora North-Shamrock Park","Dannemora North-Shamrock Park","total",498,657,477,693
"154801","Papatoetoe North West","Papatoetoe North West","0",51,51,99,99
"154801","Papatoetoe North West","Papatoetoe North West","1",420,354,558,366
"154801","Papatoetoe North West","Papatoetoe North West","total",471,399,654,465
"154802","Papatoetoe West","Papatoetoe West","0",36,36,84,84
"154802","Papatoetoe West","Papatoetoe West","1",540,87,729,78
"154802","Papatoetoe West","Papatoetoe West","total",576,126,813,165
"154901","Papatoetoe Central West","Papatoetoe Central West","0",30,30,57,57
"154901","Papatoetoe Central West","Papatoetoe Central West","1",498,54,546,72
"154901","Papatoetoe Central West","Papatoetoe Central West","total",528,84,600,132
"154902","Papatoetoe Central East","Papatoetoe Central East","0",102,102,132,132
"154902","Papatoetoe Central East","Papatoetoe Central East","1",348,600,429,531
"154902","Papatoetoe Central East","Papatoetoe Central East","total",453,702,561,663
"155000","Sunkist Bay","Sunkist Bay","0",336,336,381,381
"155000","Sunkist Bay","Sunkist Bay","1",438,237,414,366
"155000","Sunkist Bay","Sunkist Bay","total",774,573,792,747
"155100","Ōtara East","Otara East","0",129,129,159,159
"155100","Ōtara East","Otara East","1",420,48,558,90
"155100","Ōtara East","Otara East","total",549,177,717,249
"155200","Redcastle","Redcastle","0",27,27,51,51
"155200","Redcastle","Redcastle","1",459,15,492,42
"155200","Redcastle","Redcastle","total",486,42,540,93
"155301","Dannemora South","Dannemora South","0",12,12,30,30
"155301","Dannemora South","Dannemora South","1",399,-999,396,-999
"155301","Dannemora South","Dannemora South","total",411,12,426,33
"155401","Armoy","Armoy","0",30,30,54,54
"155401","Armoy","Armoy","1",477,24,459,48
"155401","Armoy","Armoy","total",510,57,516,102
"155500","Manukau Central","Manukau Central","0",18,18,39,39
"155500","Manukau Central","Manukau Central","1",48,1983,69,3714
"155500","Manukau Central","Manukau Central","total",66,2001,105,3750
"155601","Papatoetoe North East","Papatoetoe North East","0",30,30,48,48
"155601","Papatoetoe North East","Papatoetoe North East","1",396,9,549,33
"155601","Papatoetoe North East","Papatoetoe North East","total",423,36,597,78
"155602","Papatoetoe East","Papatoetoe East","0",204,204,258,258
"155602","Papatoetoe East","Papatoetoe East","1",294,963,387,1188
"155602","Papatoetoe East","Papatoetoe East","total",501,1167,645,1443
"155701","Ōtara South West","Otara South West","0",18,18,18,18
"155701","Ōtara South West","Otara South West","1",225,36,303,87
"155701","Ōtara South West","Otara South West","total",243,51,321,105
"155702","Ōtara South","Otara South","0",78,78,105,105
"155702","Ōtara South","Otara South","1",303,78,375,135
"155702","Ōtara South","Otara South","total",381,159,480,237
"155801","Ferguson","Ferguson","0",132,132,144,144
"155801","Ferguson","Ferguson","1",348,270,345,378
"155801","Ferguson","Ferguson","total",483,402,492,522
"155901","Papatoetoe South West","Papatoetoe South West","0",84,84,165,165
"155901","Papatoetoe South West","Papatoetoe South West","1",399,225,450,234
"155901","Papatoetoe South West","Papatoetoe South West","total",483,309,615,396
"156000","Botany Junction","Botany Junction","0",-999,-999,-999,-999
"156000","Botany Junction","Botany Junction","1",33,162,-999,270
"156000","Botany Junction","Botany Junction","total",33,162,9,276
"156101","Middlefield","Middlefield","0",288,288,288,288
"156101","Middlefield","Middlefield","1",402,1737,396,1755
"156101","Middlefield","Middlefield","total",690,2025,687,2043
"156201","Papatoetoe South","Papatoetoe South","0",21,21,54,54
"156201","Papatoetoe South","Papatoetoe South","1",435,12,540,66
"156201","Papatoetoe South","Papatoetoe South","total",453,30,594,120
"156301","Point View","Point View","0",24,24,39,39
"156301","Point View","Point View","1",600,-999,585,-999
"156301","Point View","Point View","total",624,21,624,39
"156400","Te Puru","Te Puru","0",48,48,123,123
"156400","Te Puru","Te Puru","1",663,18,1056,30
"156400","Te Puru","Te Puru","total",708,63,1179,153
"156500","Puhinui North","Puhinui North","0",48,48,78,78
"156500","Puhinui North","Puhinui North","1",498,357,666,426
"156500","Puhinui North","Puhinui North","total",549,405,741,501
"156601","Savonna","Savonna","0",33,33,48,48
"156601","Savonna","Savonna","1",618,60,609,66
"156601","Savonna","Savonna","total",648,93,657,114
"156700","Puhinui South","Puhinui South","0",21,21,33,33
"156700","Puhinui South","Puhinui South","1",390,-999,378,36
"156700","Puhinui South","Puhinui South","total",411,27,414,72
"156800","Rongomai West","Rongomai West","0",27,27,36,36
"156800","Rongomai West","Rongomai West","1",351,75,372,99
"156800","Rongomai West","Rongomai West","total",378,102,408,135
"156901","Baverstock","Baverstock","0",240,240,288,288
"156901","Baverstock","Baverstock","1",642,306,648,297
"156901","Baverstock","Baverstock","total",882,546,936,585
"157000","Puhinui East","Puhinui East","0",18,18,33,33
"157000","Puhinui East","Puhinui East","1",351,171,417,288
"157000","Puhinui East","Puhinui East","total",369,189,450,321
"157101","Turanga","Turanga","0",69,69,102,102
"157101","Turanga","Turanga","1",588,144,600,132
"157101","Turanga","Turanga","total",660,213,702,234
"157200","Rongomai East","Rongomai East","0",90,90,105,105
"157200","Rongomai East","Rongomai East","1",270,447,276,609
"157200","Rongomai East","Rongomai East","total",360,534,381,714
"157301","Ormiston North","Ormiston North","0",39,39,45,45
"157301","Ormiston North","Ormiston North","1",372,1095,432,1218
"157301","Ormiston North","Ormiston North","total",411,1134,474,1263
"157400","Maraetai","Maraetai","0",228,228,255,255
"157400","Maraetai","Maraetai","1",312,114,357,219
"157400","Maraetai","Maraetai","total",540,342,609,471
"157500","Chapel Downs","Chapel Downs","0",57,57,135,135
"157500","Chapel Downs","Chapel Downs","1",516,264,498,387
"157500","Chapel Downs","Chapel Downs","total",576,321,630,519
"157600","Wiri West","Wiri West","0",69,69,126,126
"157600","Wiri West","Wiri West","1",27,1677,87,2697
"157600","Wiri West","Wiri West","total",99,1743,213,2823
"157701","Clover Park North","Clover Park North","0",33,33,39,39
"157701","Clover Park North","Clover Park North","1",441,135,501,174
"157701","Clover Park North","Clover Park North","total",471,168,540,213
"157702","Clover Park East","Clover Park East","0",12,12,24,24
"157702","Clover Park East","Clover Park East","1",438,-999,468,-999
"157702","Clover Park East","Clover Park East","total",450,12,495,24
"157800","Mission Heights North","Mission Heights North","0",18,18,45,45
"157800","Mission Heights North","Mission Heights North","1",720,15,810,27
"157800","Mission Heights North","Mission Heights North","total",738,36,858,72
"157901","Clover Park South","Clover Park South","0",195,195,219,219
"157901","Clover Park South","Clover Park South","1",387,183,429,189
"157901","Clover Park South","Clover Park South","total",582,381,648,408
"158001","Donegal Park West","Donegal Park West","0",24,24,51,51
"158001","Donegal Park West","Donegal Park West","1",345,-999,405,9
"158001","Donegal Park West","Donegal Park West","total",369,30,456,57
"158002","Donegal Park East","Donegal Park East","0",-999,-999,39,39
"158002","Donegal Park East","Donegal Park East","1",6,-999,396,33
"158002","Donegal Park East","Donegal Park East","total",6,-999,432,72
"158101","Ormiston Central","Ormiston Central","0",273,273,630,630
"158101","Ormiston Central","Ormiston Central","1",402,762,438,2049
"158101","Ormiston Central","Ormiston Central","total",675,1035,1068,2676
"158102","Ormiston South","Ormiston South","0",12,12,63,63
"158102","Ormiston South","Ormiston South","1",339,-999,855,-999
"158102","Ormiston South","Ormiston South","total",351,12,918,63
"158200","Mission Heights South","Mission Heights South","0",312,312,387,387
"158200","Mission Heights South","Mission Heights South","1",342,801,483,960
"158200","Mission Heights South","Mission Heights South","total",654,1113,867,1344
"158300","Hilltop (Auckland)","Hilltop (Auckland)","0",45,45,75,75
"158300","Hilltop (Auckland)","Hilltop (Auckland)","1",507,27,777,33
"158300","Hilltop (Auckland)","Hilltop (Auckland)","total",552,69,852,111
"158401","Wiri North","Wiri North","0",105,105,144,144
"158401","Wiri North","Wiri North","1",228,99,408,132
"158401","Wiri North","Wiri North","total",336,207,552,276
"158402","Wiri East","Wiri East","0",6,6,30,30
"158402","Wiri East","Wiri East","1",279,-999,366,-999
"158402","Wiri East","Wiri East","total",285,6,396,33
"158501","Goodwood Heights West","Goodwood Heights West","0",18,18,30,30
"158501","Goodwood Heights West","Goodwood Heights West","1",279,18,276,24
"158501","Goodwood Heights West","Goodwood Heights West","total",297,33,306,54
"158502","Goodwood Heights East","Goodwood Heights East","0",93,93,102,102
"158502","Goodwood Heights East","Goodwood Heights East","1",321,246,318,291
"158502","Goodwood Heights East","Goodwood Heights East","total",414,339,423,393
"158601","Ormiston East","Ormiston East","0",9,9,159,159
"158601","Ormiston East","Ormiston East","1",117,-999,570,123
"158601","Ormiston East","Ormiston East","total",129,9,729,282
"158602","Bremner Ridge","Bremner Ridge","0",-999,-999,57,57
"158602","Bremner Ridge","Bremner Ridge","1",18,-999,483,48
"158602","Bremner Ridge","Bremner Ridge","total",18,-999,540,102
"158603","Ormiston South East","Ormiston South East","0",-999,-999,18,18
"158603","Ormiston South East","Ormiston South East","1",9,-999,195,27
"158603","Ormiston South East","Ormiston South East","total",9,-999,216,45
"158700","Clendon Park North","Clendon Park North","0",99,99,153,153
"158700","Clendon Park North","Clendon Park North","1",372,171,429,303
"158700","Clendon Park North","Clendon Park North","total",471,267,582,453
"158800","Burbank","Burbank","0",6,6,51,51
"158800","Burbank","Burbank","1",549,-999,651,15
"158800","Burbank","Burbank","total",555,6,699,66
"158900","Tuscany Heights","Tuscany Heights","0",15,15,24,24
"158900","Tuscany Heights","Tuscany Heights","1",294,-999,282,12
"158900","Tuscany Heights","Tuscany Heights","total",309,15,306,36
"159000","Totara Heights","Totara Heights","0",24,24,51,51
"159000","Totara Heights","Totara Heights","1",468,-999,489,-999
"159000","Totara Heights","Totara Heights","total",492,24,540,51
"159101","Homai East","Homai East","0",45,45,60,60
"159101","Homai East","Homai East","1",381,42,486,63
"159101","Homai East","Homai East","total",423,84,549,123
"159201","Homai West","Homai West","0",72,72,99,99
"159201","Homai West","Homai West","1",303,216,336,330
"159201","Homai West","Homai West","total",372,288,435,426
"159202","Homai Central","Homai Central","0",30,30,45,45
"159202","Homai Central","Homai Central","1",429,57,513,78
"159202","Homai Central","Homai Central","total",459,87,558,123
"159301","The Gardens (Auckland)","The Gardens (Auckland)","0",303,303,345,345
"159301","The Gardens (Auckland)","The Gardens (Auckland)","1",531,156,549,165
"159301","The Gardens (Auckland)","The Gardens (Auckland)","total",837,459,891,507
"159401","Clarks Beach","Clarks Beach","0",21,21,48,48
"159401","Clarks Beach","Clarks Beach","1",222,-999,255,-999
"159401","Clarks Beach","Clarks Beach","total",240,24,300,48
"159500","Clendon Park West","Clendon Park West","0",24,24,48,48
"159500","Clendon Park West","Clendon Park West","1",456,-999,585,-999
"159500","Clendon Park West","Clendon Park West","total",480,24,636,48
"159600","Hillpark North","Hillpark North","0",36,36,42,42
"159600","Hillpark North","Hillpark North","1",411,-999,441,-999
"159600","Hillpark North","Hillpark North","total",450,36,483,42
"159700","Clendon Park East","Clendon Park East","0",51,51,75,75
"159700","Clendon Park East","Clendon Park East","1",297,135,381,204
"159700","Clendon Park East","Clendon Park East","total",348,186,453,279
"159801","Karaka Creek","Karaka Creek","0",135,135,147,147
"159801","Karaka Creek","Karaka Creek","1",153,159,162,165
"159801","Karaka Creek","Karaka Creek","total",291,297,309,315
"159900","Rowandale West","Rowandale West","0",123,123,186,186
"159900","Rowandale West","Rowandale West","1",435,372,453,405
"159900","Rowandale West","Rowandale West","total",555,495,639,591
"160000","Rowandale East","Rowandale East","0",147,147,183,183
"160000","Rowandale East","Rowandale East","1",498,756,573,1008
"160000","Rowandale East","Rowandale East","total",645,900,759,1191
"160100","Manurewa Central","Manurewa Central","0",60,60,108,108
"160100","Manurewa Central","Manurewa Central","1",453,303,504,306
"160100","Manurewa Central","Manurewa Central","total",516,363,615,414
"160201","Weymouth West","Weymouth West","0",30,30,45,45
"160201","Weymouth West","Weymouth West","1",375,-999,441,-999
"160201","Weymouth West","Weymouth West","total",405,30,486,45
"160202","Weymouth Central","Weymouth Central","0",30,30,66,66
"160202","Weymouth Central","Weymouth Central","1",555,66,606,138
"160202","Weymouth Central","Weymouth Central","total",585,99,672,204
"160300","Hillpark South","Hillpark South","0",159,159,177,177
"160300","Hillpark South","Hillpark South","1",399,594,411,663
"160300","Hillpark South","Hillpark South","total",555,750,588,840
"160401","Alfriston","Alfriston","0",39,39,63,63
"160401","Alfriston","Alfriston","1",609,72,660,111
"160401","Alfriston","Alfriston","total",648,111,723,174
"160501","Weymouth East","Weymouth East","0",21,21,30,30
"160501","Weymouth East","Weymouth East","1",486,42,525,18
"160501","Weymouth East","Weymouth East","total",510,63,552,48
"160601","Leabank","Leabank","0",144,144,162,162
"160601","Leabank","Leabank","1",336,720,312,939
"160601","Leabank","Leabank","total",480,864,477,1101
"160700","Weymouth South","Weymouth South","0",144,144,153,153
"160700","Weymouth South","Weymouth South","1",429,195,504,234
"160700","Weymouth South","Weymouth South","total",573,339,657,387
"160800","Manurewa East","Manurewa East","0",99,99,147,147
"160800","Manurewa East","Manurewa East","1",309,366,342,441
"160800","Manurewa East","Manurewa East","total",408,462,489,588
"160901","Manurewa West","Manurewa West","0",78,78,96,96
"160901","Manurewa West","Manurewa West","1",330,147,384,216
"160901","Manurewa West","Manurewa West","total",405,225,480,312
"160902","Manurewa South","Manurewa South","0",24,24,42,42
"160902","Manurewa South","Manurewa South","1",330,174,441,252
"160902","Manurewa South","Manurewa South","total",354,198,480,294
"161000","Randwick Park East","Randwick Park East","0",195,195,234,234
"161000","Randwick Park East","Randwick Park East","1",252,942,225,1050
"161000","Randwick Park East","Randwick Park East","total",444,1134,459,1284
"161100","Wattle Downs West","Wattle Downs West","0",315,315,327,327
"161100","Wattle Downs West","Wattle Downs West","1",426,108,426,84
"161100","Wattle Downs West","Wattle Downs West","total",744,426,750,408
"161201","Wattle Downs North","Wattle Downs North","0",45,45,93,93
"161201","Wattle Downs North","Wattle Downs North","1",414,144,603,171
"161201","Wattle Downs North","Wattle Downs North","total",462,189,696,267
"161300","Randwick Park West","Randwick Park West","0",21,21,51,51
"161300","Randwick Park West","Randwick Park West","1",534,-999,555,-999
"161300","Randwick Park West","Randwick Park West","total",558,21,606,51
"161400","Kingseat-Karaka","Kingseat-Karaka","0",204,204,222,222
"161400","Kingseat-Karaka","Kingseat-Karaka","1",354,198,375,234
"161400","Kingseat-Karaka","Kingseat-Karaka","total",558,402,597,453
"161500","Wattle Downs East","Wattle Downs East","0",48,48,69,69
"161500","Wattle Downs East","Wattle Downs East","1",342,120,315,165
"161500","Wattle Downs East","Wattle Downs East","total",390,168,384,234
"161600","Takanini North","Takanini North","0",84,84,93,93
"161600","Takanini North","Takanini North","1",261,105,285,156
"161600","Takanini North","Takanini North","total",345,192,378,249
"161800","Conifer Grove West","Conifer Grove West","0",174,174,303,303
"161800","Conifer Grove West","Conifer Grove West","1",300,234,420,225
"161800","Conifer Grove West","Conifer Grove West","total",474,405,723,531
"161900","Conifer Grove East","Conifer Grove East","0",24,24,27,27
"161900","Conifer Grove East","Conifer Grove East","1",342,-999,339,-999
"161900","Conifer Grove East","Conifer Grove East","total",363,24,366,27
"162000","Takanini West","Takanini West","0",42,42,69,69
"162000","Takanini West","Takanini West","1",339,84,426,84
"162000","Takanini West","Takanini West","total",381,126,492,150
"162101","Takanini South","Takanini South","0",36,36,54,54
"162101","Takanini South","Takanini South","1",468,-999,675,-999
"162101","Takanini South","Takanini South","total",507,36,729,54
"162102","Takanini East","Takanini East","0",33,33,138,138
"162102","Takanini East","Takanini East","1",276,102,594,255
"162102","Takanini East","Takanini East","total",306,132,729,393
"162200","Takanini Central","Takanini Central","0",-999,-999,18,18
"162200","Takanini Central","Takanini Central","1",168,48,150,45
"162200","Takanini Central","Takanini Central","total",171,54,171,66
"162300","Ardmore","Ardmore","0",72,72,39,39
"162300","Ardmore","Ardmore","1",177,567,171,642
"162300","Ardmore","Ardmore","total",249,636,207,678
"162400","Glenbrook","Glenbrook","0",150,150,219,219
"162400","Glenbrook","Glenbrook","1",246,87,330,87
"162400","Glenbrook","Glenbrook","total",396,237,552,306
"162500","Hingaia","Hingaia","0",207,207,279,279
"162500","Hingaia","Hingaia","1",198,960,243,1221
"162500","Hingaia","Hingaia","total",405,1170,528,1503
"162601","Takanini South East","Takanini South East","0",6,6,144,144
"162601","Takanini South East","Takanini South East","1",45,63,300,198
"162601","Takanini South East","Takanini South East","total",54,72,441,342
"162602","Takanini McLennan","Takanini McLennan","0",75,75,147,147
"162602","Takanini McLennan","Takanini McLennan","1",135,315,276,315
"162602","Takanini McLennan","Takanini McLennan","total",207,387,420,459
"162701","Kawakawa Bay-Orere","Kawakawa Bay-Orere","0",69,69,60,60
"162701","Kawakawa Bay-Orere","Kawakawa Bay-Orere","1",270,-999,237,6
"162701","Kawakawa Bay-Orere","Kawakawa Bay-Orere","total",336,72,297,66
"162800","Papakura West","Papakura West","0",18,18,39,39
"162800","Papakura West","Papakura West","1",225,9,219,27
"162800","Papakura West","Papakura West","total",243,27,258,63
"162901","Clevedon","Clevedon","0",156,156,126,126
"162901","Clevedon","Clevedon","1",180,240,183,225
"162901","Clevedon","Clevedon","total",336,393,309,354
"163001","Papakura North","Papakura North","0",42,42,105,105
"163001","Papakura North","Papakura North","1",495,63,585,102
"163001","Papakura North","Papakura North","total",537,105,687,207
"163100","Pahurehure","Pahurehure","0",81,81,108,108
"163100","Pahurehure","Pahurehure","1",540,168,510,213
"163100","Pahurehure","Pahurehure","total",621,249,618,324
"163200","Papakura Central","Papakura Central","0",93,93,126,126
"163200","Papakura Central","Papakura Central","1",381,351,435,366
"163200","Papakura Central","Papakura Central","total",474,441,561,492
"163301","Papakura North East","Papakura North East","0",72,72,111,111
"163301","Papakura North East","Papakura North East","1",237,216,312,243
"163301","Papakura North East","Papakura North East","total",306,288,420,354
"163302","Twin Parks Rise","Twin Parks Rise","0",6,6,54,54
"163302","Twin Parks Rise","Twin Parks Rise","1",84,-999,447,30
"163302","Twin Parks Rise","Twin Parks Rise","total",90,6,501,84
"163400","Karaka Lakes","Karaka Lakes","0",18,18,57,57
"163400","Karaka Lakes","Karaka Lakes","1",471,-999,687,21
"163400","Karaka Lakes","Karaka Lakes","total",489,18,741,75
"163501","Papakura Kelvin","Papakura Kelvin","0",63,63,69,69
"163501","Papakura Kelvin","Papakura Kelvin","1",300,66,306,78
"163501","Papakura Kelvin","Papakura Kelvin","total",363,129,375,147
"163502","Papakura Eastburn","Papakura Eastburn","0",87,87,135,135
"163502","Papakura Eastburn","Papakura Eastburn","1",429,111,444,186
"163502","Papakura Eastburn","Papakura Eastburn","total",516,201,579,321
"163600","Papakura Massey Park","Papakura Massey Park","0",96,96,189,189
"163600","Papakura Massey Park","Papakura Massey Park","1",279,372,318,753
"163600","Papakura Massey Park","Papakura Massey Park","total",375,468,507,939
"163700","Rosehill","Rosehill","0",294,294,387,387
"163700","Rosehill","Rosehill","1",432,1551,456,1602
"163700","Rosehill","Rosehill","total",726,1842,846,1989
"163801","Patumāhoe","Patumahoe","0",117,117,162,162
"163801","Patumāhoe","Patumahoe","1",147,150,174,183
"163801","Patumāhoe","Patumahoe","total",264,267,336,342
"163803","Patumāhoe Rural","Patumahoe Rural","0",21,21,27,27
"163803","Patumāhoe Rural","Patumahoe Rural","1",231,-999,237,-999
"163803","Patumāhoe Rural","Patumahoe Rural","total",249,21,264,27
"163901","Papakura East","Papakura East","0",39,39,45,45
"163901","Papakura East","Papakura East","1",450,-999,588,-999
"163901","Papakura East","Papakura East","total",489,42,633,45
"163902","Harbour View Heights","Harbour View Heights","0",-999,-999,27,27
"163902","Harbour View Heights","Harbour View Heights","1",102,-999,138,-999
"163902","Harbour View Heights","Harbour View Heights","total",108,-999,165,27
"164001","Ōpaheke","Opaheke","0",198,198,240,240
"164001","Ōpaheke","Opaheke","1",354,258,423,279
"164001","Ōpaheke","Opaheke","total",552,456,663,516
"164100","Papakura Industrial","Papakura Industrial","0",-999,-999,-999,-999
"164100","Papakura Industrial","Papakura Industrial","1",24,33,33,24
"164100","Papakura Industrial","Papakura Industrial","total",24,36,36,27
"164201","Red Hill","Red Hill","0",66,66,147,147
"164201","Red Hill","Red Hill","1",288,15,342,39
"164201","Red Hill","Red Hill","total",357,81,486,186
"164301","Drury West","Drury West","0",-999,-999,33,33
"164301","Drury West","Drury West","1",21,-999,120,12
"164301","Drury West","Drury West","total",24,-999,153,45
"164302","Drury East","Drury East","0",60,60,66,66
"164302","Drury East","Drury East","1",72,321,63,327
"164302","Drury East","Drury East","total",132,381,132,396
"164401","Tamakae","Tamakae","0",279,279,279,279
"164401","Tamakae","Tamakae","1",162,750,174,795
"164401","Tamakae","Tamakae","total",441,1032,453,1077
"164500","Hamilton Estate","Hamilton Estate","0",96,96,114,114
"164500","Hamilton Estate","Hamilton Estate","1",315,42,387,57
"164500","Hamilton Estate","Hamilton Estate","total",411,141,501,174
"164601","Runciman","Runciman","0",9,9,15,15
"164601","Runciman","Runciman","1",105,-999,105,-999
"164601","Runciman","Runciman","total",111,9,120,15
"164602","Drury South Crossing","Drury South Crossing","0",6,6,21,21
"164602","Drury South Crossing","Drury South Crossing","1",60,-999,114,12
"164602","Drury South Crossing","Drury South Crossing","total",66,6,138,33
"164603","Waihoehoe","Waihoehoe","0",18,18,36,36
"164603","Waihoehoe","Waihoehoe","1",366,-999,357,-999
"164603","Waihoehoe","Waihoehoe","total",381,18,393,36
"164700","Waiuku Central","Waiuku Central","0",36,36,57,57
"164700","Waiuku Central","Waiuku Central","1",231,54,216,96
"164700","Waiuku Central","Waiuku Central","total",264,87,273,150
"164800","Waiuku East","Waiuku East","0",150,150,189,189
"164800","Waiuku East","Waiuku East","1",225,189,225,249
"164800","Waiuku East","Waiuku East","total",378,342,417,438
"164900","Kendallvale","Kendallvale","0",12,12,24,24
"164900","Kendallvale","Kendallvale","1",186,-999,198,-999
"164900","Kendallvale","Kendallvale","total",201,12,225,24
"165001","Puni","Puni","0",66,66,66,66
"165001","Puni","Puni","1",270,177,201,396
"165001","Puni","Puni","total",336,243,264,462
"165101","Ramarama","Ramarama","0",30,30,210,210
"165101","Ramarama","Ramarama","1",309,243,411,315
"165101","Ramarama","Ramarama","total",339,270,624,525
"165200","Hunua","Hunua","0",66,66,87,87
"165200","Hunua","Hunua","1",246,39,222,57
"165200","Hunua","Hunua","total",312,102,312,144
"165301","Pukekohe North","Pukekohe North","0",45,45,54,54
"165301","Pukekohe North","Pukekohe North","1",303,30,324,99
"165301","Pukekohe North","Pukekohe North","total",348,75,378,153
"165302","Pukekohe North West","Pukekohe North West","0",99,99,138,138
