"SA22023_V1_00","SA22023_V1_00_NAME","SA22023_V1_00_NAME_ASCII","leave_SA2","ur_address_18","edu_address_18","ur_address_23","edu_address_23"
"253200","Evans Bay","Evans Bay","0",15,15,30,30
"253200","Evans Bay","Evans Bay","1",201,30,195,15
"253200","Evans Bay","Evans Bay","total",219,45,222,42
"253300","Berhampore","Berhampore","0",228,228,228,228
"253300","Berhampore","Berhampore","1",498,210,471,207
"253300","Berhampore","Berhampore","total",729,438,699,432
"253400","Hataitai South","Hataitai South","0",96,96,78,78
"253400","Hataitai South","Hataitai South","1",219,123,237,111
"253400","Hataitai South","Hataitai South","total",315,219,318,189
"253501","Maupuia","Maupuia","0",18,18,39,39
"253501","Maupuia","Maupuia","1",234,-999,234,-999
"253501","Maupuia","Maupuia","total",252,18,273,39
"253600","Newtown South","Newtown South","0",63,63,105,105
"253600","Newtown South","Newtown South","1",567,66,621,99
"253600","Newtown South","Newtown South","total",633,129,726,204
"253700","Kilbirnie Central","Kilbirnie Central","0",81,81,102,102
"253700","Kilbirnie Central","Kilbirnie Central","1",351,1167,348,1176
"253700","Kilbirnie Central","Kilbirnie Central","total",429,1248,450,1278
"253800","Island Bay West","Island Bay West","0",69,69,84,84
"253800","Island Bay West","Island Bay West","1",696,45,705,51
"253800","Island Bay West","Island Bay West","total",768,114,786,135
"253900","Melrose","Melrose","0",21,21,42,42
"253900","Melrose","Melrose","1",234,-999,246,-999
"253900","Melrose","Melrose","total",258,21,291,42
"254000","Island Bay East","Island Bay East","0",321,321,279,279
"254000","Island Bay East","Island Bay East","1",519,393,549,336
"254000","Island Bay East","Island Bay East","total",837,714,831,612
"254100","Miramar North","Miramar North","0",84,84,105,105
"254100","Miramar North","Miramar North","1",186,228,198,228
"254100","Miramar North","Miramar North","total",273,312,303,333
"254200","Kilbirnie East","Kilbirnie East","0",45,45,81,81
"254200","Kilbirnie East","Kilbirnie East","1",348,639,312,669
"254200","Kilbirnie East","Kilbirnie East","total",396,684,393,744
"254300","Lyall Bay","Lyall Bay","0",186,186,156,156
"254300","Lyall Bay","Lyall Bay","1",357,210,375,183
"254300","Lyall Bay","Lyall Bay","total",543,399,528,339
"254401","Miramar Central","Miramar Central","0",66,66,78,78
"254401","Miramar Central","Miramar Central","1",279,144,294,141
"254401","Miramar Central","Miramar Central","total",342,207,375,219
"254500","Southgate","Southgate","0",9,9,21,21
"254500","Southgate","Southgate","1",240,-999,204,-999
"254500","Southgate","Southgate","total",249,9,225,21
"254600","Karaka Bay-Worser Bay","Karaka Bay-Worser Bay","0",63,63,57,57
"254600","Karaka Bay-Worser Bay","Karaka Bay-Worser Bay","1",264,147,249,90
"254600","Karaka Bay-Worser Bay","Karaka Bay-Worser Bay","total",324,210,309,147
"254700","Houghton Bay","Houghton Bay","0",120,120,111,111
"254700","Houghton Bay","Houghton Bay","1",243,99,270,84
"254700","Houghton Bay","Houghton Bay","total",360,222,381,198
"254800","Miramar East","Miramar East","0",48,48,81,81
"254800","Miramar East","Miramar East","1",630,135,621,135
"254800","Miramar East","Miramar East","total",681,189,699,213
"254900","Miramar South","Miramar South","0",42,42,75,75
"254900","Miramar South","Miramar South","1",639,24,588,21
"254900","Miramar South","Miramar South","total",684,69,663,96
"255100","Strathmore (Wellington City)","Strathmore (Wellington City)","0",174,174,267,267
"255100","Strathmore (Wellington City)","Strathmore (Wellington City)","1",600,789,549,975
"255100","Strathmore (Wellington City)","Strathmore (Wellington City)","total",777,966,816,1245
"255200","Seatoun","Seatoun","0",255,255,219,219
"255200","Seatoun","Seatoun","1",369,333,360,321
"255200","Seatoun","Seatoun","total",627,588,576,537
"255300","Kopuaranga","Kopuaranga","0",21,21,33,33
"255300","Kopuaranga","Kopuaranga","1",150,9,141,-999
"255300","Kopuaranga","Kopuaranga","total",171,30,174,36
"255401","Upper Plain","Upper Plain","0",81,81,66,66
"255401","Upper Plain","Upper Plain","1",189,108,207,123
"255401","Upper Plain","Upper Plain","total",273,189,276,189
"255501","Opaki","Opaki","0",102,102,132,132
"255501","Opaki","Opaki","1",105,324,111,336
"255501","Opaki","Opaki","total",213,426,240,465
"255601","Ngaumutawa","Ngaumutawa","0",21,21,33,33
"255601","Ngaumutawa","Ngaumutawa","1",207,-999,243,-999
"255601","Ngaumutawa","Ngaumutawa","total",231,21,276,33
"255700","Solway North","Solway North","0",81,81,126,126
"255700","Solway North","Solway North","1",309,648,345,648
"255700","Solway North","Solway North","total",387,729,471,774
"255800","Lansdowne West","Lansdowne West","0",27,27,48,48
"255800","Lansdowne West","Lansdowne West","1",240,21,270,30
"255800","Lansdowne West","Lansdowne West","total",267,51,318,78
"255900","Masterton Central","Masterton Central","0",21,21,24,24
"255900","Masterton Central","Masterton Central","1",81,300,78,159
"255900","Masterton Central","Masterton Central","total",99,321,99,183
"256000","Kuripuni","Kuripuni","0",111,111,129,129
"256000","Kuripuni","Kuripuni","1",174,954,159,951
"256000","Kuripuni","Kuripuni","total",288,1065,288,1083
"256100","Douglas Park","Douglas Park","0",135,135,129,129
"256100","Douglas Park","Douglas Park","1",210,456,264,534
"256100","Douglas Park","Douglas Park","total",348,594,393,663
"256200","Solway South","Solway South","0",174,174,246,246
"256200","Solway South","Solway South","1",393,258,510,297
"256200","Solway South","Solway South","total",564,429,753,543
"256301","Lansdowne East","Lansdowne East","0",111,111,138,138
"256301","Lansdowne East","Lansdowne East","1",288,198,321,285
"256301","Lansdowne East","Lansdowne East","total",399,306,459,423
"256400","Cameron and Soldiers Park","Cameron and Soldiers Park","0",75,75,87,87
"256400","Cameron and Soldiers Park","Cameron and Soldiers Park","1",225,192,258,255
"256400","Cameron and Soldiers Park","Cameron and Soldiers Park","total",300,267,342,339
"256500","Whareama","Whareama","0",90,90,111,111
"256500","Whareama","Whareama","1",138,48,96,48
"256500","Whareama","Whareama","total",234,138,207,159
"256600","Homebush-Te Ore Ore","Homebush-Te Ore Ore","0",18,18,36,36
"256600","Homebush-Te Ore Ore","Homebush-Te Ore Ore","1",165,9,228,15
"256600","Homebush-Te Ore Ore","Homebush-Te Ore Ore","total",183,27,261,51
"256700","McJorrow Park","McJorrow Park","0",63,63,96,96
"256700","McJorrow Park","McJorrow Park","1",180,204,234,201
"256700","McJorrow Park","McJorrow Park","total",243,264,327,297
"256800","Mount Holdsworth","Mount Holdsworth","0",42,42,69,69
"256800","Mount Holdsworth","Mount Holdsworth","1",300,33,339,60
"256800","Mount Holdsworth","Mount Holdsworth","total",342,75,408,129
"256900","Carterton North","Carterton North","0",141,141,156,156
"256900","Carterton North","Carterton North","1",261,162,297,174
"256900","Carterton North","Carterton North","total",399,297,453,327
"257000","Kokotau","Kokotau","0",39,39,27,27
"257000","Kokotau","Kokotau","1",222,54,240,24
"257000","Kokotau","Kokotau","total",261,93,264,51
"257100","Carterton South","Carterton South","0",153,153,225,225
"257100","Carterton South","Carterton South","1",318,240,342,288
"257100","Carterton South","Carterton South","total",471,393,567,510
"257200","Gladstone (Carterton District)","Gladstone (Carterton District)","0",78,78,93,93
"257200","Gladstone (Carterton District)","Gladstone (Carterton District)","1",87,57,111,81
"257200","Gladstone (Carterton District)","Gladstone (Carterton District)","total",165,132,207,177
"257300","Tauherenikau","Tauherenikau","0",21,21,48,48
"257300","Tauherenikau","Tauherenikau","1",264,-999,246,-999
"257300","Tauherenikau","Tauherenikau","total",288,21,291,48
"257400","Kahutara","Kahutara","0",87,87,75,75
"257400","Kahutara","Kahutara","1",114,54,135,69
"257400","Kahutara","Kahutara","total",201,144,213,147
"257500","Featherston","Featherston","0",183,183,246,246
"257500","Featherston","Featherston","1",192,42,270,48
"257500","Featherston","Featherston","total",372,222,516,294
"257700","Greytown","Greytown","0",300,300,405,405
"257700","Greytown","Greytown","1",114,450,87,732
"257700","Greytown","Greytown","total",414,747,492,1134
"257801","Aorangi Forest","Aorangi Forest","0",48,48,60,60
"257801","Aorangi Forest","Aorangi Forest","1",207,-999,204,-999
"257801","Aorangi Forest","Aorangi Forest","total",252,48,261,63
"257901","Martinborough","Martinborough","0",144,144,162,162
"257901","Martinborough","Martinborough","1",84,132,105,114
"257901","Martinborough","Martinborough","total",228,279,270,276
"300301","Golden Bay/Mohua","Golden Bay/Mohua","0",174,174,195,195
"300301","Golden Bay/Mohua","Golden Bay/Mohua","1",213,-999,213,-999
"300301","Golden Bay/Mohua","Golden Bay/Mohua","total",387,174,408,201
"300500","Tākaka","Takaka","0",177,177,207,207
"300500","Tākaka","Takaka","1",27,360,21,441
"300500","Tākaka","Takaka","total",204,537,228,648
"300601","Pōhara-Abel Tasman","Pohara-Abel Tasman","0",63,63,75,75
"300601","Pōhara-Abel Tasman","Pohara-Abel Tasman","1",180,24,150,30
"300601","Pōhara-Abel Tasman","Pohara-Abel Tasman","total",243,90,219,102
"300700","Takaka Hills","Takaka Hills","0",78,78,75,75
"300700","Takaka Hills","Takaka Hills","1",87,33,123,51
"300700","Takaka Hills","Takaka Hills","total",162,108,195,129
"300801","Kaiteriteri-Rīwaka","Kaiteriteri-Riwaka","0",135,135,111,111
"300801","Kaiteriteri-Rīwaka","Kaiteriteri-Riwaka","1",147,69,141,75
"300801","Kaiteriteri-Rīwaka","Kaiteriteri-Riwaka","total",279,201,249,189
"300900","Upper Moutere","Upper Moutere","0",114,114,96,96
"300900","Upper Moutere","Upper Moutere","1",249,6,198,12
"300900","Upper Moutere","Upper Moutere","total",363,123,294,108
"301000","Lower Moutere","Lower Moutere","0",90,90,111,111
"301000","Lower Moutere","Lower Moutere","1",198,81,195,153
"301000","Lower Moutere","Lower Moutere","total",288,171,306,264
"301101","Motueka North","Motueka North","0",45,45,39,39
"301101","Motueka North","Motueka North","1",315,45,285,24
"301101","Motueka North","Motueka North","total",357,87,324,63
"301200","Motueka West","Motueka West","0",282,282,273,273
"301200","Motueka West","Motueka West","1",150,864,165,726
"301200","Motueka West","Motueka West","total",435,1143,435,999
"301301","Motueka East","Motueka East","0",63,63,93,93
"301301","Motueka East","Motueka East","1",348,78,318,69
"301301","Motueka East","Motueka East","total",408,138,414,162
"301500","Golden Downs","Golden Downs","0",180,180,159,159
"301500","Golden Downs","Golden Downs","1",129,9,111,12
"301500","Golden Downs","Golden Downs","total",309,186,270,171
"301601","Moutere Hills","Moutere Hills","0",216,216,225,225
"301601","Moutere Hills","Moutere Hills","1",219,177,243,150
"301601","Moutere Hills","Moutere Hills","total",435,393,465,375
"301602","Waimea Inlet","Waimea Inlet","0",18,18,12,12
"301602","Waimea Inlet","Waimea Inlet","1",111,-999,138,-999
"301602","Waimea Inlet","Waimea Inlet","total",126,18,150,12
"301703","Ruby Bay","Ruby Bay","0",27,27,24,24
"301703","Ruby Bay","Ruby Bay","1",228,-999,198,-999
"301703","Ruby Bay","Ruby Bay","total",255,27,222,24
"301704","Māpua","Mapua","0",183,183,159,159
"301704","Māpua","Mapua","1",120,135,150,129
"301704","Māpua","Mapua","total",303,315,309,288
"301800","Murchison-Nelson Lakes","Murchison-Nelson Lakes","0",150,150,216,216
"301800","Murchison-Nelson Lakes","Murchison-Nelson Lakes","1",15,15,27,-999
"301800","Murchison-Nelson Lakes","Murchison-Nelson Lakes","total",165,165,240,219
"302000","Islands Tasman District","Islands Tasman District","0",-999,-999,-999,-999
"302000","Islands Tasman District","Islands Tasman District","1",18,-999,12,-999
"302000","Islands Tasman District","Islands Tasman District","total",18,-999,18,-999
"302101","Waimea West","Waimea West","0",69,69,36,36
"302101","Waimea West","Waimea West","1",165,69,156,60
"302101","Waimea West","Waimea West","total",231,135,195,96
"302201","Appleby (Tasman District)","Appleby (Tasman District)","0",33,33,33,33
"302201","Appleby (Tasman District)","Appleby (Tasman District)","1",105,114,87,90
"302201","Appleby (Tasman District)","Appleby (Tasman District)","total",138,147,120,120
"302300","Wakefield","Wakefield","0",231,231,243,243
"302300","Wakefield","Wakefield","1",300,63,342,51
"302300","Wakefield","Wakefield","total",531,294,585,294
"302400","Richmond West (Tasman District)","Richmond West (Tasman District)","0",12,12,75,75
"302400","Richmond West (Tasman District)","Richmond West (Tasman District)","1",81,120,327,138
"302400","Richmond West (Tasman District)","Richmond West (Tasman District)","total",93,132,405,213
"302500","Wakefield Rural","Wakefield Rural","0",30,30,30,30
"302500","Wakefield Rural","Wakefield Rural","1",189,6,201,-999
"302500","Wakefield Rural","Wakefield Rural","total",219,36,231,39
"302600","Brightwater","Brightwater","0",192,192,189,189
"302600","Brightwater","Brightwater","1",306,114,297,102
"302600","Brightwater","Brightwater","total",498,306,489,291
"302701","Hope","Hope","0",30,30,24,24
"302701","Hope","Hope","1",129,102,96,90
"302701","Hope","Hope","total",159,135,120,117
"302800","Richmond Central (Tasman District)","Richmond Central (Tasman District)","0",108,108,150,150
"302800","Richmond Central (Tasman District)","Richmond Central (Tasman District)","1",249,591,255,750
"302800","Richmond Central (Tasman District)","Richmond Central (Tasman District)","total",360,699,405,900
"302900","Ben Cooper Park","Ben Cooper Park","0",45,45,60,60
"302900","Ben Cooper Park","Ben Cooper Park","1",396,-999,402,-999
"302900","Ben Cooper Park","Ben Cooper Park","total",438,45,462,60
"303001","Richmond South (Tasman District)","Richmond South (Tasman District)","0",12,12,21,21
"303001","Richmond South (Tasman District)","Richmond South (Tasman District)","1",144,-999,174,-999
"303001","Richmond South (Tasman District)","Richmond South (Tasman District)","total",156,12,192,21
"303100","Wilkes Park","Wilkes Park","0",39,39,54,54
"303100","Wilkes Park","Wilkes Park","1",387,-999,348,12
"303100","Wilkes Park","Wilkes Park","total",432,42,405,63
"303200","Templemore","Templemore","0",261,261,243,243
"303200","Templemore","Templemore","1",183,2121,183,2241
"303200","Templemore","Templemore","total",444,2379,426,2484
"303300","Easby Park","Easby Park","0",63,63,66,66
"303300","Easby Park","Easby Park","1",543,54,555,84
"303300","Easby Park","Easby Park","total",606,117,621,150
"303400","Fairose","Fairose","0",12,12,30,30
"303400","Fairose","Fairose","1",234,-999,231,-999
"303400","Fairose","Fairose","total",246,12,264,30
"303500","Aniseed Valley","Aniseed Valley","0",9,9,6,6
"303500","Aniseed Valley","Aniseed Valley","1",111,-999,99,-999
"303500","Aniseed Valley","Aniseed Valley","total",120,9,108,9
"303600","Nelson Rural","Nelson Rural","0",90,90,114,114
"303600","Nelson Rural","Nelson Rural","1",264,18,258,27
"303600","Nelson Rural","Nelson Rural","total",354,108,375,141
"303800","Marybank","Marybank","0",42,42,87,87
"303800","Marybank","Marybank","1",135,219,135,171
"303800","Marybank","Marybank","total",177,261,222,258
"303901","Port Nelson","Port Nelson","0",-999,-999,-999,-999
"303901","Port Nelson","Port Nelson","1",-999,111,-999,96
"303901","Port Nelson","Port Nelson","total",6,117,6,99
"304000","Nelson Airport","Nelson Airport","0",-999,-999,-999,-999
"304000","Nelson Airport","Nelson Airport","1",12,-999,15,9
"304000","Nelson Airport","Nelson Airport","total",12,-999,15,9
"304100","Tāhunanui","Tahunanui","0",162,162,183,183
"304100","Tāhunanui","Tahunanui","1",255,171,288,183
"304100","Tāhunanui","Tahunanui","total",417,333,471,366
"304200","Britannia","Britannia","0",27,27,42,42
"304200","Britannia","Britannia","1",264,-999,288,-999
"304200","Britannia","Britannia","total",288,27,333,42
"304300","Atawhai","Atawhai","0",69,69,75,75
"304300","Atawhai","Atawhai","1",426,27,477,36
"304300","Atawhai","Atawhai","total",495,96,552,111
"304400","Broadgreen-Monaco","Broadgreen-Monaco","0",159,159,195,195
"304400","Broadgreen-Monaco","Broadgreen-Monaco","1",300,447,321,444
"304400","Broadgreen-Monaco","Broadgreen-Monaco","total",459,606,513,636
"304500","Washington","Washington","0",54,54,84,84
"304500","Washington","Washington","1",504,18,513,15
"304500","Washington","Washington","total",558,75,597,99
"304600","Tahuna Hills","Tahuna Hills","0",42,42,72,72
"304600","Tahuna Hills","Tahuna Hills","1",417,-999,456,-999
"304600","Tahuna Hills","Tahuna Hills","total",462,42,525,72
"304700","Nelson Central-Trafalgar","Nelson Central-Trafalgar","0",54,54,69,69
"304700","Nelson Central-Trafalgar","Nelson Central-Trafalgar","1",60,1707,57,1494
"304700","Nelson Central-Trafalgar","Nelson Central-Trafalgar","total",117,1761,126,1566
"304800","The Wood","The Wood","0",48,48,75,75
"304800","The Wood","The Wood","1",375,51,345,111
"304800","The Wood","The Wood","total",423,102,417,186
"304900","Toi Toi","Toi Toi","0",27,27,42,42
"304900","Toi Toi","Toi Toi","1",327,-999,336,-999
"304900","Toi Toi","Toi Toi","total",357,30,378,42
"305000","Nayland","Nayland","0",120,120,216,216
"305000","Nayland","Nayland","1",225,1161,267,1704
"305000","Nayland","Nayland","total",345,1284,486,1920
"305100","Aldinga","Aldinga","0",42,42,72,72
"305100","Aldinga","Aldinga","1",420,6,519,18
"305100","Aldinga","Aldinga","total",462,48,591,90
"305200","Victory","Victory","0",114,114,102,102
"305200","Victory","Victory","1",216,576,255,603
"305200","Victory","Victory","total",330,690,357,705
"305300","Rutherford","Rutherford","0",204,204,216,216
"305300","Rutherford","Rutherford","1",372,1365,339,1236
"305300","Rutherford","Rutherford","total",576,1566,555,1452
"305400","Maitlands","Maitlands","0",42,42,39,39
"305400","Maitlands","Maitlands","1",345,-999,369,-999
"305400","Maitlands","Maitlands","total",390,42,408,42
"305500","Maitai","Maitai","0",36,36,30,30
"305500","Maitai","Maitai","1",243,81,204,81
"305500","Maitai","Maitai","total",282,117,231,108
"305600","Grampians","Grampians","0",153,153,192,192
"305600","Grampians","Grampians","1",249,1128,267,1095
"305600","Grampians","Grampians","total",399,1281,459,1287
"305700","Saxton","Saxton","0",-999,-999,-999,-999
"305700","Saxton","Saxton","1",-999,45,9,60
"305700","Saxton","Saxton","total",-999,45,12,60
"305800","Suffolk","Suffolk","0",27,27,48,48
"305800","Suffolk","Suffolk","1",360,-999,351,-999
"305800","Suffolk","Suffolk","total",387,27,399,51
"305900","Omaio","Omaio","0",135,135,201,201
"305900","Omaio","Omaio","1",381,330,570,321
"305900","Omaio","Omaio","total",519,465,768,522
"306000","Enner Glynn","Enner Glynn","0",165,165,168,168
"306000","Enner Glynn","Enner Glynn","1",420,168,414,177
"306000","Enner Glynn","Enner Glynn","total",585,333,585,345
"306100","Daelyn","Daelyn","0",36,36,45,45
"306100","Daelyn","Daelyn","1",180,441,201,495
"306100","Daelyn","Daelyn","total",219,477,246,540
"306200","The Brook","The Brook","0",51,51,81,81
"306200","The Brook","The Brook","1",399,12,396,18
"306200","The Brook","The Brook","total",453,63,477,99
"306301","Marlborough Sounds West","Marlborough Sounds West","0",201,201,192,192
"306301","Marlborough Sounds West","Marlborough Sounds West","1",81,12,81,24
"306301","Marlborough Sounds West","Marlborough Sounds West","total",282,213,273,216
"306501","Marlborough Sounds East","Marlborough Sounds East","0",51,51,78,78
"306501","Marlborough Sounds East","Marlborough Sounds East","1",135,-999,141,-999
"306501","Marlborough Sounds East","Marlborough Sounds East","total",186,54,219,78
"306600","Upper Wairau","Upper Wairau","0",69,69,81,81
"306600","Upper Wairau","Upper Wairau","1",288,-999,303,-999
"306600","Upper Wairau","Upper Wairau","total",351,69,384,84
"306701","Waikawa (Marlborough District)","Waikawa (Marlborough District)","0",111,111,144,144
"306701","Waikawa (Marlborough District)","Waikawa (Marlborough District)","1",57,255,48,303
"306701","Waikawa (Marlborough District)","Waikawa (Marlborough District)","total",168,366,192,447
"306801","Waitohi (Marlborough District)","Waitohi (Marlborough District)","0",138,138,150,150
"306801","Waitohi (Marlborough District)","Waitohi (Marlborough District)","1",210,42,255,45
"306801","Waitohi (Marlborough District)","Waitohi (Marlborough District)","total",345,183,402,192
"306900","Tuamarina","Tuamarina","0",99,99,96,96
"306900","Tuamarina","Tuamarina","1",138,24,138,18
"306900","Tuamarina","Tuamarina","total",237,123,234,114
"307000","Awatere","Awatere","0",162,162,183,183
"307000","Awatere","Awatere","1",87,15,126,9
"307000","Awatere","Awatere","total",249,180,309,192
"307100","Renwick","Renwick","0",309,309,291,291
"307100","Renwick","Renwick","1",183,252,219,207
"307100","Renwick","Renwick","total",495,564,507,492
"307200","Lower Wairau","Lower Wairau","0",54,54,60,60
"307200","Lower Wairau","Lower Wairau","1",117,84,156,84
"307200","Lower Wairau","Lower Wairau","total",168,135,216,144
"307301","Woodbourne","Woodbourne","0",117,117,132,132
"307301","Woodbourne","Woodbourne","1",231,144,222,174
"307301","Woodbourne","Woodbourne","total",348,261,351,303
"307400","Spring Creek-Grovetown","Spring Creek-Grovetown","0",69,69,54,54
"307400","Spring Creek-Grovetown","Spring Creek-Grovetown","1",99,42,123,54
"307400","Spring Creek-Grovetown","Spring Creek-Grovetown","total",171,114,180,105
"307501","Springlands","Springlands","0",345,345,318,318
"307501","Springlands","Springlands","1",180,1266,207,1326
"307501","Springlands","Springlands","total",525,1611,528,1647
"307601","Yelverton","Yelverton","0",39,39,75,75
"307601","Yelverton","Yelverton","1",399,18,327,21
"307601","Yelverton","Yelverton","total",441,57,402,96
"307700","Mayfield","Mayfield","0",63,63,69,69
"307700","Mayfield","Mayfield","1",195,60,189,66
"307700","Mayfield","Mayfield","total",255,123,258,135
"307801","Whitney West","Whitney West","0",135,135,141,141
"307801","Whitney West","Whitney West","1",237,270,231,432
"307801","Whitney West","Whitney West","total",369,405,372,570
"307802","Burleigh","Burleigh","0",18,18,45,45
"307802","Burleigh","Burleigh","1",66,36,189,69
"307802","Burleigh","Burleigh","total",87,57,234,114
"307900","Blenheim Central","Blenheim Central","0",18,18,48,48
"307900","Blenheim Central","Blenheim Central","1",105,249,129,198
"307900","Blenheim Central","Blenheim Central","total",123,267,177,249
"308000","Riversdale-Islington","Riversdale-Islington","0",60,60,78,78
"308000","Riversdale-Islington","Riversdale-Islington","1",243,162,267,159
"308000","Riversdale-Islington","Riversdale-Islington","total",303,222,342,234
"308100","Whitney East","Whitney East","0",99,99,129,129
"308100","Whitney East","Whitney East","1",228,942,231,990
"308100","Whitney East","Whitney East","total",330,1044,360,1119
"308200","Redwoodtown West","Redwoodtown West","0",108,108,150,150
"308200","Redwoodtown West","Redwoodtown West","1",267,171,276,165
"308200","Redwoodtown West","Redwoodtown West","total",375,282,423,315
"308300","Witherlea West","Witherlea West","0",60,60,72,72
"308300","Witherlea West","Witherlea West","1",402,15,504,15
"308300","Witherlea West","Witherlea West","total",459,75,573,84
"308400","Redwoodtown East","Redwoodtown East","0",36,36,66,66
"308400","Redwoodtown East","Redwoodtown East","1",360,-999,348,15
"308400","Redwoodtown East","Redwoodtown East","total",399,39,414,81
"308500","Riverlands","Riverlands","0",24,24,27,27
"308500","Riverlands","Riverlands","1",75,180,78,174
"308500","Riverlands","Riverlands","total",99,204,105,198
"308600","Witherlea East","Witherlea East","0",159,159,198,198
"308600","Witherlea East","Witherlea East","1",330,240,333,249
"308600","Witherlea East","Witherlea East","total",489,399,531,444
"308800","Kaikōura Ranges","Kaikoura Ranges","0",54,54,69,69
"308800","Kaikōura Ranges","Kaikoura Ranges","1",171,24,198,12
"308800","Kaikōura Ranges","Kaikoura Ranges","total",225,78,267,81
"308900","Kaikōura","Kaikoura","0",183,183,252,252
"308900","Kaikōura","Kaikoura","1",36,144,24,201
"308900","Kaikōura","Kaikoura","total",222,324,276,453
"309000","Karamea","Karamea","0",51,51,66,66
"309000","Karamea","Karamea","1",18,-999,15,-999
"309000","Karamea","Karamea","total",72,51,78,66
"309201","Westport North","Westport North","0",192,192,213,213
"309201","Westport North","Westport North","1",72,327,69,369
"309201","Westport North","Westport North","total",264,519,282,579
"309300","Westport Rural","Westport Rural","0",18,18,33,33
"309300","Westport Rural","Westport Rural","1",189,-999,234,-999
"309300","Westport Rural","Westport Rural","total",210,18,270,36
"309400","Westport South","Westport South","0",198,198,183,183
"309400","Westport South","Westport South","1",156,195,177,183
"309400","Westport South","Westport South","total",354,393,360,366
"309500","Buller Coalfields","Buller Coalfields","0",27,27,27,27
"309500","Buller Coalfields","Buller Coalfields","1",57,6,45,9
"309500","Buller Coalfields","Buller Coalfields","total",84,36,72,33
"309600","Charleston (Buller District)","Charleston (Buller District)","0",15,15,15,15
"309600","Charleston (Buller District)","Charleston (Buller District)","1",66,-999,60,-999
"309600","Charleston (Buller District)","Charleston (Buller District)","total",78,15,75,15
"309700","Inangahua","Inangahua","0",30,30,24,24
"309700","Inangahua","Inangahua","1",99,-999,96,-999
"309700","Inangahua","Inangahua","total",129,30,117,24
"309800","Reefton","Reefton","0",105,105,99,99
"309800","Reefton","Reefton","1",6,75,6,66
"309800","Reefton","Reefton","total",111,180,105,165
"309900","Barrytown","Barrytown","0",36,36,39,39
"309900","Barrytown","Barrytown","1",102,-999,84,-999
"309900","Barrytown","Barrytown","total",135,39,120,42
"310000","Rūnanga","Runanga","0",48,48,39,39
"310000","Rūnanga","Runanga","1",105,-999,84,-999
"310000","Rūnanga","Runanga","total",156,54,126,45
"310101","Cobden","Cobden","0",99,99,72,72
"310101","Cobden","Cobden","1",144,27,135,15
"310101","Cobden","Cobden","total",243,123,207,87
"310200","Blaketown","Blaketown","0",33,33,45,45
"310200","Blaketown","Blaketown","1",60,33,66,57
"310200","Blaketown","Blaketown","total",93,66,108,102
"310300","Greymouth Central","Greymouth Central","0",90,90,96,96
"310300","Greymouth Central","Greymouth Central","1",27,1002,39,1029
"310300","Greymouth Central","Greymouth Central","total",114,1092,132,1125
"310400","King Park","King Park","0",27,27,45,45
"310400","King Park","King Park","1",138,24,165,45
"310400","King Park","King Park","total",165,51,207,90
"310500","Marsden","Marsden","0",21,21,42,42
"310500","Marsden","Marsden","1",201,-999,216,-999
"310500","Marsden","Marsden","total",222,21,255,42
"310600","Karoro","Karoro","0",87,87,81,81
"310600","Karoro","Karoro","1",93,84,105,75
"310600","Karoro","Karoro","total",180,171,186,156
"310700","Rutherglen-Camerons","Rutherglen-Camerons","0",93,93,87,87
"310700","Rutherglen-Camerons","Rutherglen-Camerons","1",156,54,165,84
"310700","Rutherglen-Camerons","Rutherglen-Camerons","total",246,144,252,171
"310801","Greymouth Rural","Greymouth Rural","0",18,18,18,18
"310801","Greymouth Rural","Greymouth Rural","1",84,36,111,-999
"310801","Greymouth Rural","Greymouth Rural","total",105,54,129,21
"310901","Dobson","Dobson","0",36,36,48,48
"310901","Dobson","Dobson","1",87,51,81,27
"310901","Dobson","Dobson","total",126,87,132,75
"311000","Nelson Creek","Nelson Creek","0",60,60,72,72
"311000","Nelson Creek","Nelson Creek","1",51,18,54,18
"311000","Nelson Creek","Nelson Creek","total",114,81,126,93
"311101","Lake Brunner","Lake Brunner","0",297,297,231,231
"311101","Lake Brunner","Lake Brunner","1",42,15,48,12
"311101","Lake Brunner","Lake Brunner","total",336,309,279,246
"311200","Haast","Haast","0",15,15,-999,-999
"311200","Haast","Haast","1",-999,-999,-999,-999
"311200","Haast","Haast","total",18,15,9,-999
"311300","Westland Glaciers-Bruce Bay","Westland Glaciers-Bruce Bay","0",72,72,51,51
"311300","Westland Glaciers-Bruce Bay","Westland Glaciers-Bruce Bay","1",21,-999,15,-999
"311300","Westland Glaciers-Bruce Bay","Westland Glaciers-Bruce Bay","total",93,75,66,54
"311401","Arahura-Kūmara","Arahura-Kumara","0",51,51,57,57
"311401","Arahura-Kūmara","Arahura-Kumara","1",114,12,162,18
"311401","Arahura-Kūmara","Arahura-Kumara","total",168,66,219,75
"311501","Hokitika","Hokitika","0",363,363,411,411
"311501","Hokitika","Hokitika","1",78,237,75,300
"311501","Hokitika","Hokitika","total",441,600,483,711
"311701","Hokitika Rural","Hokitika Rural","0",84,84,81,81
"311701","Hokitika Rural","Hokitika Rural","1",129,36,147,51
"311701","Hokitika Rural","Hokitika Rural","total",210,120,228,132
"311800","Waitaha","Waitaha","0",30,30,24,24
"311800","Waitaha","Waitaha","1",30,-999,42,-999
"311800","Waitaha","Waitaha","total",63,33,69,30
