SA2_code_usual_residence_address,SA22023_V1_00_NAME_usual_residence_address,SA2_usual_residence_easting,SA2_usual_residence_northing,SA2_code_educational_address,SA22023_V1_00_NAME_educational_institution_address,SA2_educational_easting,SA2_educational_northing,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,2018_Total_stated,2023_Total_stated
100100,North Cape,1579396.081,6181775.249,100100,North Cape,1579396.081,6181775.249,27,-999,45,-999,-999,12,60,-999,-999,-999,147,147
100200,Rangaunu Harbour,1612554.651,6136232.766,100200,Rangaunu Harbour,1612554.651,6136232.766,54,-999,42,-999,-999,-999,42,-999,-999,-999,147,147
100400,Karikari Peninsula,1634562.574,6127415.055,100400,Karikari Peninsula,1634562.574,6127415.055,12,-999,18,-999,-999,-999,24,-999,-999,-999,54,54
100500,Tangonge,1619918.067,6113278.371,100500,Tangonge,1619918.067,6113278.371,15,-999,12,-999,-999,-999,15,-999,-999,-999,45,45
100600,Ahipara,1614655.612,6109255.026,100600,Ahipara,1614655.612,6109255.026,9,-999,9,-999,-999,-999,-999,-999,-999,-999,27,27
100700,Kaitaia East,1624073.029,6115410.045,100700,Kaitaia East,1624073.029,6115410.045,27,9,30,-999,-999,21,27,-999,-999,-999,120,120
100800,Kaitaia West,1624343.92,6113419.018,100800,Kaitaia West,1624343.92,6113419.018,60,9,99,-999,-999,99,-999,-999,-999,-999,276,276
100900,Rangitihi,1628355.363,6112734.393,100900,Rangitihi,1628355.363,6112734.393,27,-999,6,-999,-999,-999,15,-999,-999,-999,48,48
101000,Oruru-Parapara,1642075.248,6123164.914,101000,Oruru-Parapara,1642075.248,6123164.914,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,18,18
101100,Taumarumaru,1646334.536,6127202.169,101100,Taumarumaru,1646334.536,6127202.169,27,-999,45,-999,-999,15,27,-999,-999,-999,114,114
101200,Herekino-Takahue,1633904.286,6105862.471,101200,Herekino-Takahue,1633904.286,6105862.471,12,-999,-999,-999,-999,-999,9,-999,-999,-999,24,24
101300,Peria,1640831.643,6113105.201,101300,Peria,1640831.643,6113105.201,18,-999,-999,-999,-999,-999,15,-999,-999,-999,39,39
101400,Taemaro-Oruaiti,1652809.938,6123992.451,101400,Taemaro-Oruaiti,1652809.938,6123992.451,18,-999,9,-999,-999,-999,-999,-999,-999,-999,33,33
101500,Whakapaku,1660463.444,6121224.839,101500,Whakapaku,1660463.444,6121224.839,15,-999,15,-999,-999,-999,-999,-999,-999,-999,27,27
101600,Hokianga North,1630740.628,6086036.9,101600,Hokianga North,1630740.628,6086036.9,-999,-999,6,-999,-999,-999,30,-999,-999,-999,51,51
101700,Kohukohu-Broadwood,1642157.015,6094690.117,101700,Kohukohu-Broadwood,1642157.015,6094690.117,18,-999,9,-999,-999,6,24,-999,-999,-999,57,57
101800,Whakarara,1677497.545,6119649.836,101800,Whakarara,1677497.545,6119649.836,18,-999,9,-999,-999,12,18,-999,-999,-999,60,60
101900,Kaeo,1667702.384,6109614.395,101900,Kaeo,1667702.384,6109614.395,27,-999,15,-999,-999,-999,24,-999,-999,-999,78,78
102000,Omahuta Forest-Horeke,1656177.385,6094804.978,102000,Omahuta Forest-Horeke,1656177.385,6094804.978,18,-999,6,-999,-999,-999,12,-999,-999,-999,42,42
102100,Hokianga South,1643948.142,6074946.173,102100,Hokianga South,1643948.142,6074946.173,18,-999,12,-999,-999,15,12,-999,-999,-999,63,63
102200,Lake Manuwai-Kapiro,1678789.755,6106356.023,102200,Lake Manuwai-Kapiro,1678789.755,6106356.023,27,-999,12,-999,-999,-999,-999,-999,-999,-999,39,39
102300,Okaihau,1671911.465,6094885.356,102300,Okaihau,1671911.465,6094885.356,18,-999,12,-999,-999,27,48,-999,-999,-999,111,111
102400,Rangitane-Purerua,1685559.532,6111672.79,102400,Rangitane-Purerua,1685559.532,6111672.79,30,-999,12,-999,-999,-999,12,-999,-999,-999,54,54
102500,Waipapa,1683593.395,6103289.363,102500,Waipapa,1683593.395,6103289.363,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,18,18
102600,Puketotara,1682176.185,6098662.919,102600,Puketotara,1682176.185,6098662.919,33,-999,21,-999,-999,-999,-999,-999,-999,-999,63,63
102700,Waima Forest,1657103.151,6072747.743,102700,Waima Forest,1657103.151,6072747.743,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,27,27
102800,Riverview,1687602.224,6103459.297,102800,Riverview,1687602.224,6103459.297,27,-999,75,-999,9,27,-999,-999,-999,-999,138,138
102900,Waipoua Forest,1646329.26,6062371.317,102900,Waipoua Forest,1646329.26,6062371.317,21,-999,15,-999,-999,-999,27,-999,-999,-999,66,66
103000,Kerikeri Central,1686540.007,6101582.465,103000,Kerikeri Central,1686540.007,6101582.465,30,-999,87,-999,9,114,-999,-999,-999,-999,252,252
103100,Kerikeri South,1687138.248,6099211.35,103100,Kerikeri South,1687138.248,6099211.35,48,-999,-999,-999,-999,-999,-999,-999,-999,-999,48,48
103200,Ohaeawai-Waimate North,1678149.09,6089443.304,103200,Ohaeawai-Waimate North,1678149.09,6089443.304,15,-999,27,-999,-999,-999,6,-999,-999,-999,54,54
103300,Puketona-Waitangi,1691027.982,6095455.082,103300,Puketona-Waitangi,1691027.982,6095455.082,18,-999,21,-999,-999,-999,-999,-999,-999,-999,42,42
103400,Ngapuhi,1669478.821,6079795.797,103400,Ngapuhi,1669478.821,6079795.797,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,30,30
103500,Kaikohe,1672426.872,6081426.043,103500,Kaikohe,1672426.872,6081426.043,69,27,189,-999,-999,204,-999,-999,-999,6,504,504
103600,Pakaraka,1689431.874,6085760.337,103600,Pakaraka,1689431.874,6085760.337,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,24,24
103700,Haruru,1696327.144,6095465.699,103700,Haruru,1696327.144,6095465.699,21,-999,-999,-999,-999,-999,-999,-999,-999,-999,24,24
103800,Russell,1702290.33,6097927.835,103800,Russell,1702290.33,6097927.835,12,-999,12,-999,-999,18,-999,-999,-999,-999,45,45
103900,Paihia,1699402.407,6094681.109,103900,Paihia,1699402.407,6094681.109,18,-999,15,-999,-999,15,18,-999,-999,-999,66,66
104000,Mataraua Forest,1672999.136,6065978.467,104000,Mataraua Forest,1672999.136,6065978.467,9,-999,-999,-999,-999,-999,18,-999,-999,-999,27,27
104100,Matawaia-Taumarere,1686407.631,6071747.76,104100,Matawaia-Taumarere,1686407.631,6071747.76,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,12
104200,Russell Peninsula,1705691.192,6094532.828,104200,Russell Peninsula,1705691.192,6094532.828,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6
104300,Opua (Far North District),1699985.572,6090614.537,104300,Opua (Far North District),1699985.572,6090614.537,18,-999,24,-999,-999,-999,-999,-999,-999,-999,42,42
104400,Russell Forest-Rawhiti,1711378.574,6085368.234,104400,Russell Forest-Rawhiti,1711378.574,6085368.234,9,-999,-999,-999,-999,-999,9,-999,-999,-999,30,30
104500,Moerewa,1693111.356,6083919.921,104500,Moerewa,1693111.356,6083919.921,27,-999,30,-999,-999,36,9,-999,-999,-999,105,105
104600,Kawakawa,1697711.591,6084397.408,104600,Kawakawa,1697711.591,6084397.408,24,-999,42,-999,-999,60,6,-999,-999,-999,138,138
104700,Maromaku,1703540.68,6073319.553,104700,Maromaku,1703540.68,6073319.553,18,-999,15,-999,-999,-999,18,-999,-999,-999,57,57
104800,Mangakahia-Hukerenui,1690731.954,6054073.027,104800,Mangakahia-Hukerenui,1690731.954,6054073.027,42,-999,12,-999,-999,6,57,-999,-999,-999,114,114
104900,Whangaruru,1721095.04,6071805.342,104900,Whangaruru,1721095.04,6071805.342,51,-999,6,-999,-999,9,45,-999,-999,-999,111,111
105100,Matarau,1709501.66,6052279.031,105100,Matarau,1709501.66,6052279.031,60,-999,96,-999,-999,6,51,-999,-999,-999,216,216
105200,Hikurangi,1716603.02,6060265.399,105200,Hikurangi,1716603.02,6060265.399,18,-999,51,-999,12,51,-999,-999,-999,-999,132,132
105300,Kauri,1716506.553,6056388.259,105300,Kauri,1716506.553,6056388.259,12,-999,63,-999,-999,6,-999,-999,-999,-999,84,84
105400,Maungatapere,1704387.714,6041826.827,105400,Maungatapere,1704387.714,6041826.827,66,-999,180,-999,-999,27,78,-999,-999,-999,351,351
105500,Kamo West,1717209.459,6051872.672,105500,Kamo West,1717209.459,6051872.672,27,-999,51,-999,-999,36,-999,-999,-999,-999,117,117
105600,Matapouri-Tutukaka,1733888.359,6059640.321,105600,Matapouri-Tutukaka,1733888.359,6059640.321,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,30,30
105700,Kiripaka,1727003.292,6054324.791,105700,Kiripaka,1727003.292,6054324.791,15,-999,15,-999,-999,-999,-999,-999,-999,-999,36,36
105800,Kamo East,1718531.515,6051033.322,105800,Kamo East,1718531.515,6051033.322,42,-999,63,-999,-999,24,-999,-999,-999,-999,126,126
105900,Granfield Reserve,1717178.609,6049644.807,105900,Granfield Reserve,1717178.609,6049644.807,48,-999,27,-999,-999,15,-999,-999,-999,-999,90,90
106000,Kamo Central,1718078.353,6050219.545,106000,Kamo Central,1718078.353,6050219.545,24,-999,12,-999,-999,57,-999,-999,-999,-999,93,93
106100,Whau Valley,1717223.86,6047974.585,106100,Whau Valley,1717223.86,6047974.585,39,-999,6,-999,-999,12,-999,-999,-999,-999,60,60
106200,Tikipunga North,1719725.175,6050642.504,106200,Tikipunga North,1719725.175,6050642.504,36,-999,39,-999,-999,54,-999,-999,-999,-999,135,135
106300,Pukenui,1713476.113,6043447.606,106300,Pukenui,1713476.113,6043447.606,33,-999,87,-999,-999,33,15,-999,-999,-999,171,171
106400,Otangarei,1719222.663,6049268.478,106400,Otangarei,1719222.663,6049268.478,18,-999,-999,-999,-999,21,-999,-999,-999,-999,45,45
106500,Tikipunga South,1720484.366,6049109.503,106500,Tikipunga South,1720484.366,6049109.503,57,-999,-999,-999,-999,-999,-999,-999,-999,-999,66,66
106600,Kensington (Whangarei District),1718345.807,6047083.227,106600,Kensington (Whangarei District),1718345.807,6047083.227,54,-999,18,-999,-999,-999,-999,-999,-999,-999,78,78
106700,Abbey Caves-Glenbervie,1723144.931,6048028.743,106700,Abbey Caves-Glenbervie,1723144.931,6048028.743,18,-999,42,-999,-999,-999,9,-999,-999,-999,69,69
106800,Mairtown,1719803.513,6048016.32,106800,Mairtown,1719803.513,6048016.32,39,-999,-999,-999,-999,-999,-999,-999,-999,-999,42,42
106900,Maunu-Horahora,1716685.343,6044390.563,106900,Maunu-Horahora,1716685.343,6044390.563,60,-999,24,-999,-999,12,-999,-999,-999,-999,102,102
107000,Woodhill-Vinetown,1718435.569,6045536.254,107000,Woodhill-Vinetown,1718435.569,6045536.254,45,-999,18,-999,-999,-999,-999,-999,-999,-999,66,66
107100,Whangarei Central,1719767.534,6045359.182,107100,Whangarei Central,1719767.534,6045359.182,9,-999,6,-999,-999,33,-999,-999,-999,-999,51,51
107200,Riverside,1721158.898,6045615,107200,Riverside,1721158.898,6045615,36,-999,6,-999,-999,-999,-999,-999,-999,-999,45,45
107300,Raumanga,1717444.516,6043036.336,107300,Raumanga,1717444.516,6043036.336,51,-999,30,-999,-999,27,-999,-999,-999,-999,108,108
107400,Tarewa,1718367.082,6043895.774,107400,Tarewa,1718367.082,6043895.774,18,15,6,-999,-999,15,-999,-999,-999,-999,57,57
107500,Morningside (Whangarei District),1719371.649,6044486.121,107500,Morningside (Whangarei District),1719371.649,6044486.121,36,-999,39,-999,-999,24,-999,-999,-999,-999,99,99
107600,Ngunguru,1737169.484,6056628.537,107600,Ngunguru,1737169.484,6056628.537,21,-999,51,-999,24,27,24,-999,-999,-999,147,147
107700,Otaika-Portland,1716204.703,6039573.701,107700,Otaika-Portland,1716204.703,6039573.701,21,-999,42,-999,-999,-999,-999,-999,-999,-999,66,66
107800,Oakleigh-Mangapai,1709737.706,6026916.311,107800,Oakleigh-Mangapai,1709737.706,6026916.311,48,-999,57,-999,-999,9,153,-999,-999,-999,273,273
108000,Pataua,1729192.107,6048723.677,108000,Pataua,1729192.107,6048723.677,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,27,27
108100,Onerahi Park,1724098.265,6042637.694,108100,Onerahi Park,1724098.265,6042637.694,21,-999,6,-999,-999,-999,-999,-999,-999,-999,30,30
108200,Sherwood Rise,1723128.413,6043070.671,108200,Sherwood Rise,1723128.413,6043070.671,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,48,48
108300,Onerahi,1723256.915,6041128.342,108300,Onerahi,1723256.915,6041128.342,33,-999,60,-999,-999,51,-999,-999,-999,-999,147,147
108500,Parua Bay,1729106.402,6041728.066,108500,Parua Bay,1729106.402,6041728.066,45,-999,105,-999,-999,33,36,-999,-999,-999,225,225
108600,Bream Bay,1724865.484,6024598.113,108600,Bream Bay,1724865.484,6024598.113,27,-999,18,-999,-999,-999,27,-999,-999,-999,75,75
108700,Marsden Bay,1734277.11,6032395.38,108700,Marsden Bay,1734277.11,6032395.38,24,-999,57,-999,15,15,24,-999,-999,-999,135,135
108800,Ruakaka,1731546.055,6028525.217,108800,Ruakaka,1731546.055,6028525.217,33,-999,30,-999,-999,57,24,-999,-999,-999,153,153
108900,Bream Head,1738749.39,6035023.736,108900,Bream Head,1738749.39,6035023.736,42,-999,39,-999,-999,-999,21,-999,-999,-999,111,111
109000,Waipu,1730708.372,6011384.013,109000,Waipu,1730708.372,6011384.013,39,-999,87,-999,-999,12,60,-999,-999,-999,198,198
109100,Kaipara Coastal,1658895.536,6045913.066,109100,Kaipara Coastal,1658895.536,6045913.066,72,-999,15,-999,-999,15,57,-999,-999,-999,168,168
109200,Maungaru,1687641.191,6029262.829,109200,Maungaru,1687641.191,6029262.829,33,-999,18,-999,-999,-999,45,-999,-999,-999,96,96
109300,Dargaville,1678042.808,6022449.07,109300,Dargaville,1678042.808,6022449.07,75,9,249,-999,15,189,9,-999,-999,6,549,549
109400,Ruawai-Matakohe,1703222.551,6006040.864,109400,Ruawai-Matakohe,1703222.551,6006040.864,33,-999,66,-999,-999,21,111,-999,-999,-999,231,231
109500,Otamatea (Kaipara District),1718959.613,5992366.328,109500,Otamatea (Kaipara District),1718959.613,5992366.328,48,-999,-999,-999,-999,-999,15,-999,-999,-999,69,69
109600,Maungaturoto,1721231.784,6003063.678,109600,Maungaturoto,1721231.784,6003063.678,15,-999,93,-999,-999,57,27,-999,-999,-999,192,192
109700,Kaiwaka,1727617.906,5992773.872,109700,Kaiwaka,1727617.906,5992773.872,33,-999,48,-999,-999,6,39,-999,-999,-999,129,129
109800,Mangawhai Rural,1739097.883,6001925.939,109800,Mangawhai Rural,1739097.883,6001925.939,42,-999,-999,-999,-999,-999,-999,-999,-999,-999,42,42
109900,Mangawhai Heads,1742603.389,6004417.381,109900,Mangawhai Heads,1742603.389,6004417.381,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,27,27
110100,Mangawhai,1741866.231,6001051.477,110100,Mangawhai,1741866.231,6001051.477,9,-999,27,-999,12,24,-999,-999,-999,-999,75,75
110200,Okahukura Peninsula,1732707.761,5979971.636,110200,Okahukura Peninsula,1732707.761,5979971.636,39,-999,-999,-999,-999,-999,12,-999,-999,-999,51,51
110400,Cape Rodney,1746115.638,5986614.546,110400,Cape Rodney,1746115.638,5986614.546,60,-999,54,-999,-999,15,48,-999,-999,-999,183,183
110500,Wellsford,1736627.742,5982495.647,110500,Wellsford,1736627.742,5982495.647,18,-999,117,-999,-999,63,-999,-999,-999,-999,210,210
110700,South Head,1717382.517,5949415.471,110700,South Head,1717382.517,5949415.471,27,-999,36,-999,-999,-999,42,-999,-999,-999,108,108
110800,Kaipara Hills,1733398.644,5963611.936,110800,Kaipara Hills,1733398.644,5963611.936,39,-999,21,-999,-999,-999,27,-999,-999,-999,87,87
110900,Dome Valley-Matakana,1751367.654,5976910.488,110900,Dome Valley-Matakana,1751367.654,5976910.488,18,-999,57,-999,-999,9,12,-999,-999,-999,93,93
111100,Warkworth West,1748126.634,5971645.084,111100,Warkworth West,1748126.634,5971645.084,30,9,87,-999,-999,147,15,-999,-999,-999,294,294
111200,Puhoi Valley,1745569.8,5962858.018,111200,Puhoi Valley,1745569.8,5962858.018,57,-999,24,-999,-999,-999,18,-999,-999,-999,108,108
111300,Warkworth East,1749558.978,5969805.603,111300,Warkworth East,1749558.978,5969805.603,48,-999,-999,-999,-999,-999,-999,-999,-999,-999,54,54
111400,Sandspit,1752320.208,5970590.603,111400,Sandspit,1752320.208,5970590.603,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,15
111500,Tawharanui Peninsula,1760751.806,5973969.08,111500,Tawharanui Peninsula,1760751.806,5973969.08,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,15
111600,Te Kuru,1732723.87,5948092.411,111600,Te Kuru,1732723.87,5948092.411,36,-999,126,-999,-999,12,36,-999,-999,-999,216,216
111700,Snells Beach,1754664.992,5968056.266,111700,Snells Beach,1754664.992,5968056.266,54,-999,108,-999,21,66,12,-999,-999,-999,258,258
111800,Barrier Islands,1817857.974,5991024.621,111800,Barrier Islands,1817857.974,5991024.621,15,-999,21,-999,-999,-999,15,-999,-999,-999,57,57
111900,Algies Bay-Scotts Landing,1756466.449,5963948.492,111900,Algies Bay-Scotts Landing,1756466.449,5963948.492,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,15
112100,Wainui-Waiwera,1739863.678,5950009.905,112100,Wainui-Waiwera,1739863.678,5950009.905,21,-999,-999,-999,-999,-999,-999,-999,-999,-999,21,21
112200,Parakai,1728343.457,5942145.9,112200,Parakai,1728343.457,5942145.9,6,-999,24,-999,-999,42,-999,-999,-999,-999,75,75
112300,Helensville Rural,1733962.347,5942960.016,112300,Helensville Rural,1733962.347,5942960.016,21,-999,-999,-999,-999,-999,-999,-999,-999,-999,21,21
112400,Helensville,1729946.398,5940198.272,112400,Helensville,1729946.398,5940198.272,39,-999,147,-999,-999,177,-999,-999,-999,-999,372,372
112500,Waitoki,1741630.813,5944187.974,112500,Waitoki,1741630.813,5944187.974,18,-999,27,-999,-999,-999,-999,-999,-999,-999,51,51
112600,Waikoukou Valley,1735379.869,5936238.9,112600,Waikoukou Valley,1735379.869,5936238.9,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,18,18
112700,Orewa North,1749932.109,5950290.204,112700,Orewa North,1749932.109,5950290.204,42,-999,90,-999,-999,63,-999,-999,-999,-999,207,207
112800,Hatfields Beach,1751160.766,5951497.079,112800,Hatfields Beach,1751160.766,5951497.079,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,30,30
112900,Orewa South,1750802.019,5949271.035,112900,Orewa South,1750802.019,5949271.035,24,-999,12,-999,12,90,-999,-999,-999,-999,138,138
113000,Orewa Central,1751583.169,5949575.868,113000,Orewa Central,1751583.169,5949575.868,36,-999,-999,-999,-999,-999,-999,-999,-999,-999,36,36
113100,Millwater North,1749571.579,5948031.564,113100,Millwater North,1749571.579,5948031.564,60,-999,9,-999,-999,-999,-999,-999,-999,-999,72,72
113200,Waipatukahu,1726776.837,5928693.239,113200,Waipatukahu,1726776.837,5928693.239,24,-999,-999,-999,-999,-999,-999,-999,-999,-999,24,24
113300,Millwater South,1749347.936,5946835.632,113300,Millwater South,1749347.936,5946835.632,27,-999,153,-999,-999,39,-999,-999,-999,-999,222,222
113400,Dairy Flat North,1747831.251,5943268.068,113400,Dairy Flat North,1747831.251,5943268.068,36,-999,24,-999,-999,-999,12,-999,-999,-999,72,72
113500,Dairy Flat West,1744668.22,5940402.322,113500,Dairy Flat West,1744668.22,5940402.322,24,-999,-999,-999,-999,-999,-999,-999,-999,-999,24,24
113600,Kingsway,1750836.337,5947502.75,113600,Kingsway,1750836.337,5947502.75,30,-999,30,-999,-999,63,-999,-999,-999,-999,129,129
113900,Red Beach West,1751626.247,5946911.106,113900,Red Beach West,1751626.247,5946911.106,21,-999,-999,-999,-999,-999,-999,-999,-999,-999,21,21
114000,Red Beach East,1752480.208,5947489.61,114000,Red Beach East,1752480.208,5947489.61,57,-999,105,-999,6,108,-999,-999,-999,-999,270,270
114100,Silverdale South (Auckland),1751248.668,5945061.466,114100,Silverdale South (Auckland),1751248.668,5945061.466,30,-999,18,-999,-999,-999,-999,-999,-999,-999,48,48
114200,Waimauku,1730678.049,5928465.91,114200,Waimauku,1730678.049,5928465.91,18,-999,51,-999,-999,75,-999,-999,-999,-999,147,147
114400,Vipond,1753632.508,5946132.654,114400,Vipond,1753632.508,5946132.654,51,-999,-999,-999,-999,-999,-999,-999,-999,-999,57,57
114500,Muriwai,1727461.123,5923559.85,114500,Muriwai,1727461.123,5923559.85,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,15
114600,Stanmore Bay West,1754445.43,5945558.936,114600,Stanmore Bay West,1754445.43,5945558.936,45,-999,54,-999,6,99,-999,-999,-999,-999,207,207
114700,Kumeu Rural West,1735737.914,5927300.474,114700,Kumeu Rural West,1735737.914,5927300.474,21,-999,-999,-999,-999,-999,-999,-999,-999,-999,21,21
114800,Okura Bush,1752809.418,5940692.852,114800,Okura Bush,1752809.418,5940692.852,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,9
114900,Whangaparoa Central,1754985.205,5944038.447,114900,Whangaparoa Central,1754985.205,5944038.447,54,-999,12,-999,-999,-999,-999,-999,-999,-999,66,66
115000,Kumeu-Huapai,1737695.371,5929533.747,115000,Kumeu-Huapai,1737695.371,5929533.747,45,-999,219,-999,27,39,-999,-999,-999,-999,333,333
115100,Stanmore Bay East,1755731.28,5944833.86,115100,Stanmore Bay East,1755731.28,5944833.86,39,-999,-999,-999,-999,108,-999,-999,-999,-999,156,156
115200,Manly West,1756727.866,5944367.475,115200,Manly West,1756727.866,5944367.475,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,33,33
115300,Muriwai Valley-Bethells Beach,1731136.302,5924116.446,115300,Muriwai Valley-Bethells Beach,1731136.302,5924116.446,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,15
115400,Tindalls-Matakatia,1758911.689,5946183.586,115400,Tindalls-Matakatia,1758911.689,5946183.586,27,-999,-999,-999,-999,-999,-999,-999,-999,-999,27,27
115500,Coatesville,1746755.01,5934629.088,115500,Coatesville,1746755.01,5934629.088,27,-999,108,-999,-999,-999,9,-999,-999,-999,147,147
115600,Dairy Flat South,1750005.068,5937580.827,115600,Dairy Flat South,1750005.068,5937580.827,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,15
115700,Gulf Harbour North,1760455.509,5946947.553,115700,Gulf Harbour North,1760455.509,5946947.553,48,-999,108,-999,6,81,-999,-999,-999,-999,243,243
115800,Manly East,1757468.843,5944351.179,115800,Manly East,1757468.843,5944351.179,57,-999,75,-999,21,75,-999,-999,-999,-999,231,231
115900,Riverhead,1741362.725,5930792.127,115900,Riverhead,1741362.725,5930792.127,48,-999,129,-999,18,84,-999,-999,-999,6,285,285
116000,Army Bay,1763069.375,5947386.488,116000,Army Bay,1763069.375,5947386.488,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,18,18
116100,Kumeu Rural East,1740512.836,5928755.678,116100,Kumeu Rural East,1740512.836,5928755.678,18,-999,9,-999,-999,-999,-999,-999,-999,-999,33,33
116200,Gulf Harbour South,1760591.954,5945424.659,116200,Gulf Harbour South,1760591.954,5945424.659,33,-999,-999,-999,-999,-999,-999,-999,-999,-999,33,33
116300,Paremoremo West,1744236.682,5931080.457,116300,Paremoremo West,1744236.682,5931080.457,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,12
116400,Taupaki,1738618.178,5923785.658,116400,Taupaki,1738618.178,5923785.658,21,-999,66,-999,-999,12,-999,-999,-999,-999,99,99
116500,Long Bay,1754833.352,5938176.204,116500,Long Bay,1754833.352,5938176.204,18,-999,36,-999,-999,51,-999,-999,-999,-999,108,108
116600,Paremoremo East,1748207.034,5931595.35,116600,Paremoremo East,1748207.034,5931595.35,54,-999,21,-999,-999,9,-999,-999,-999,-999,84,84
116700,Albany Heights,1751287.908,5935076.601,116700,Albany Heights,1751287.908,5935076.601,42,-999,-999,-999,-999,-999,-999,-999,-999,-999,42,42
116800,Awaruku,1754299.596,5937027.598,116800,Awaruku,1754299.596,5937027.598,57,-999,6,-999,-999,-999,-999,-999,-999,-999,66,66
116900,Fairview Heights,1753337.827,5935915.89,116900,Fairview Heights,1753337.827,5935915.89,39,-999,9,-999,-999,-999,-999,-999,-999,-999,51,51
117000,Whenuapai,1744666.754,5927016.512,117000,Whenuapai,1744666.754,5927016.512,93,-999,75,-999,-999,33,39,-999,-999,-999,243,243
117100,Waitakere Ranges North,1733646.016,5915306.928,117100,Waitakere Ranges North,1733646.016,5915306.928,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,12
117200,Torbay,1756417.605,5937519.201,117200,Torbay,1756417.605,5937519.201,51,-999,12,-999,-999,-999,-999,-999,-999,-999,66,66
117300,Albany Central,1752234.194,5933923.727,117300,Albany Central,1752234.194,5933923.727,9,21,-999,-999,-999,114,-999,6,-999,-999,159,159
117400,Albany West,1750694.096,5932478.837,117400,Albany West,1750694.096,5932478.837,36,9,93,-999,18,162,-999,-999,-999,-999,318,318
117500,Glamorgan,1755477.914,5936850.558,117500,Glamorgan,1755477.914,5936850.558,51,-999,60,-999,-999,72,-999,-999,-999,-999,183,183
117600,Oteha East,1753796.734,5935185.659,117600,Oteha East,1753796.734,5935185.659,45,-999,48,-999,-999,81,-999,-999,-999,-999,174,174
117700,Northcross,1754583.269,5935717.673,117700,Northcross,1754583.269,5935717.673,51,-999,45,-999,-999,99,-999,-999,-999,-999,198,198
117800,Oteha West,1753320.913,5934585.113,117800,Oteha West,1753320.913,5934585.113,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,18,18
117900,Waiake,1755810.707,5936251.105,117900,Waiake,1755810.707,5936251.105,45,-999,66,-999,-999,120,-999,-999,-999,-999,237,237
118000,Waitakere,1737349.04,5919885.284,118000,Waitakere,1737349.04,5919885.284,24,-999,99,-999,12,24,9,-999,-999,-999,168,168
118100,Albany South,1752629.072,5932737.941,118100,Albany South,1752629.072,5932737.941,30,-999,18,-999,-999,33,-999,-999,-999,-999,78,78
118200,Browns Bay South West,1754489.565,5934594.941,118200,Browns Bay South West,1754489.565,5934594.941,45,-999,9,-999,-999,6,-999,-999,-999,-999,60,60
118300,Browns Bay Central,1755694.05,5935406.946,118300,Browns Bay Central,1755694.05,5935406.946,36,-999,-999,-999,-999,-999,-999,-999,-999,-999,45,45
118400,Schnapper Rock,1750579.506,5930842.264,118400,Schnapper Rock,1750579.506,5930842.264,42,-999,-999,-999,-999,-999,-999,-999,-999,-999,42,42
118500,Pinehill ,1753906.611,5933545.911,118500,Pinehill ,1753906.611,5933545.911,33,-999,93,-999,-999,54,-999,-999,-999,-999,180,180
118600,North Harbour,1753108.632,5931899.093,118600,North Harbour,1753108.632,5931899.093,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,15
118700,Browns Bay South East,1755176.551,5934253.095,118700,Browns Bay South East,1755176.551,5934253.095,45,-999,6,-999,-999,-999,-999,-999,-999,-999,54,54
118900,Greenhithe West,1749352.188,5928943.746,118900,Greenhithe West,1749352.188,5928943.746,39,-999,102,-999,-999,135,-999,-999,-999,-999,282,282
119000,Rothesay Bay,1756035.31,5934371.032,119000,Rothesay Bay,1756035.31,5934371.032,36,-999,42,-999,-999,84,-999,-999,-999,-999,165,165
119100,Greenhithe East,1750778.843,5929965.289,119100,Greenhithe East,1750778.843,5929965.289,27,-999,42,-999,-999,99,-999,-999,-999,-999,177,177
