SA2_code_usual_residence_address,SA22023_V1_00_NAME_usual_residence_address,SA2_usual_residence_easting,SA2_usual_residence_northing,SA2_code_educational_address,SA22023_V1_00_NAME_educational_institution_address,SA2_educational_easting,SA2_educational_northing,Study_at_home,Drive_a_car_truck_or_van,Passenger_in_a_car_truck_or_van,Train,Bicycle,Walk_or_jog,School_bus,Public_bus,Ferry,Other,2018_Total_stated,2023_Total_stated
193600,Brookfield East,1877011.949,5824232.982,193300,Otumoetai South,1877309.661,5825377.026,-999,-999,45,-999,-999,27,-999,-999,-999,-999,75,75
121000,Bayview East,1752913.786,5929273.371,134800,Auckland-University,1757717.235,5920148.171,-999,18,-999,-999,-999,-999,-999,60,-999,-999,78,78
247600,Tawa North,1752777.591,5441410.367,247800,Tawa South,1752387.688,5439505.684,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,9
128900,Glendene North,1746937.627,5915828.719,131900,Mount Albert West,1752184.646,5916851.125,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,21,21
244800,Hutt Central South,1760064.91,5435785.325,239900,Porirua Central,1753219.693,5443446.092,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,9
242700,Te Marua,1780023.044,5449181.969,241500,Birchville-Brown Owl,1777493.862,5449548.89,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,9
126300,Chatswood,1752561.231,5923911.628,123900,Beach Haven South,1751128.953,5925182.102,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,6
351900,Normanby ,1409356.636,4920602.67,352200,Gardens (Dunedin City),1407417.084,4918650.075,-999,-999,21,-999,-999,-999,-999,-999,-999,-999,33,33
105500,Kamo West,1717209.459,6051872.672,106600,Kensington (Whangarei District),1718345.807,6047083.227,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,12,12
144700,Glen Innes West,1765503.654,5917588.535,134800,Auckland-University,1757717.235,5920148.171,-999,15,-999,39,-999,-999,-999,24,-999,-999,84,84
247000,Glendale,1763795.552,5432425.606,252400,Mount Cook East,1748808.125,5426136.249,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6
327600,Spreydon North,1569316.494,5177862.387,322700,Wharenui,1566105.541,5179684.854,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,6
102500,Waipapa,1683593.395,6103289.363,103000,Kerikeri Central,1686540.007,6101582.465,-999,-999,45,-999,-999,-999,39,-999,-999,-999,90,90
118500,Pinehill ,1753906.611,5933545.911,133200,Queen Street,1757384.655,5920563.801,-999,12,-999,-999,-999,-999,-999,6,-999,-999,24,24
159000,Totara Heights,1769081.318,5903257.967,134800,Auckland-University,1757717.235,5920148.171,-999,15,-999,27,-999,-999,-999,-999,-999,-999,45,45
148900,Mangere West,1759347.32,5907441.773,151900,Otahuhu South,1764724.521,5909386.774,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,15,15
340200,Marchwiel West,1458570.923,5084435.186,341100,Timaru Central,1460749.914,5082391.104,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,18,18
210300,Raceway Park,1928865.609,5604498.459,210700,Akina Park,1929539.294,5604022.054,-999,-999,18,-999,-999,21,-999,-999,-999,-999,42,42
340800,Seaview,1459968.808,5082696.297,340700,Fraser Park,1459074.386,5082623.818,-999,-999,24,-999,6,18,-999,-999,-999,-999,57,57
125700,Henderson Lincoln South,1744724.508,5918626.168,117300,Albany Central,1752234.194,5933923.727,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6
304900,Toi Toi,1621914.227,5429526.299,305900,Omaio,1620452.121,5425179.757,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,12
100800,Kaitaia West,1624343.92,6113419.018,100500,Tangonge,1619918.067,6113278.371,-999,-999,9,-999,-999,-999,18,-999,-999,-999,30,30
198400,Ngongotaha South,1881783.012,5778254.707,198200,Ngongotaha West,1881083.381,5780560.373,-999,-999,18,-999,-999,-999,-999,-999,-999,-999,27,27
123000,Ranui North,1742824.078,5919453.51,124900,Henderson Lincoln West,1744777.606,5919449.37,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,12,12
161000,Randwick Park East,1770605.437,5901204.686,133200,Queen Street,1757384.655,5920563.801,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6
160900,Manurewa South,1769029.958,5899957.005,161500,Wattle Downs East,1768331.466,5898213.334,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,18,18
349300,Momona,1383151.548,4909292.832,351600,Roslyn (Dunedin City),1405318.358,4917656.902,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,15,15
138900,Blockhouse Bay South,1751270.102,5912065.803,134200,Mount Albert Central,1753581.318,5916670.188,-999,-999,12,-999,-999,-999,-999,6,-999,-999,21,21
120100,Birdwood West,1741457.137,5920525.469,134800,Auckland-University,1757717.235,5920148.171,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,15,15
173400,Tamahere South,1810265.691,5808424.254,180600,Hillcrest West (Hamilton City),1803675.246,5814357.437,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,30,30
213000,Taradale West,1929935.23,5617800.396,208600,Twyford,1927909.022,5609709.091,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,9
238000,Raumati Beach West,1766919.753,5468695.969,238500,Raumati South,1766950.61,5465869.072,-999,-999,30,-999,6,-999,-999,-999,-999,-999,42,42
227200,Tokorangi,1817260.942,5555381.888,236500,Otaki,1780625.624,5486454.868,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,9
116500,Long Bay,1754833.352,5938176.204,134800,Auckland-University,1757717.235,5920148.171,-999,-999,-999,-999,-999,-999,-999,30,-999,-999,33,33
165300,Pukekohe North West,1768286.032,5883226.261,166200,Buckland,1770265.355,5878182.256,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,21,21
118700,Browns Bay South East,1755176.551,5934253.095,127200,Akoranga,1756531.479,5926258.044,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,9
113200,Waipatukahu,1726776.837,5928693.239,112400,Helensville,1729946.398,5940198.272,-999,-999,-999,-999,-999,-999,30,-999,-999,-999,33,33
253100,Hataitai North,1750383.848,5426202.602,253700,Kilbirnie Central,1750045.71,5424508.237,-999,-999,-999,-999,-999,27,-999,-999,-999,-999,30,30
301100,Motueka North,1601107.4,5449487.74,304700,Nelson Central-Trafalgar,1623627.722,5430927.274,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,9
337400,Allenton North,1499192.147,5140461.458,337800,Allenton East,1500206.643,5139462.915,-999,12,27,-999,-999,63,-999,-999,-999,-999,108,108
130100,Glen Eden Rosier,1745770.077,5913262.072,134700,Kaurilands,1747471.555,5911670.469,-999,-999,45,-999,-999,-999,6,-999,-999,-999,57,57
142300,Waikowhai North,1754974.102,5911937.02,141200,Three Kings East,1756658.479,5914301.064,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6
250600,Karori East,1746324.465,5427907.007,251700,Vivian West,1748435.58,5427012.616,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,15,15
329600,Charleston (Christchurch City),1572519.107,5178808.182,327800,Avonside,1573377.519,5181004.102,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,9
133300,Quay Street-Customs Street,1758388.036,5920736.217,117300,Albany Central,1752234.194,5933923.727,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,12
343400,Ngapara,1418717.604,5007567.46,343500,Lower Waitaki,1443980.291,5014877.368,-999,-999,15,-999,-999,-999,57,-999,-999,-999,75,75
300300,Golden Bay/Mohua,1563929.853,5475657.466,300600,Pohara-Abel Tasman,1593532.014,5472617.459,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,9
153500,Otara West,1766075.284,5908393.018,154100,Dingwall,1765645,5907573.132,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,9
318700,Broomfield,1562029.985,5180768.626,320300,Hornby West,1560871.507,5178595.086,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,9
180200,Hamilton East,1802558.451,5813739.501,180700,Hillcrest East (Hamilton City),1804413.656,5814268.225,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,12,12
181000,Resthill,1801313.036,5811055.745,181200,Riverlea,1804673.26,5813255.995,-999,-999,9,-999,-999,-999,9,-999,-999,-999,21,21
175800,Flagstaff East,1798598.409,5821288.792,175700,Pukete West,1796955.843,5820743.964,-999,-999,24,-999,-999,-999,-999,-999,-999,-999,27,27
360500,West Plains-Makarewa,1237650.724,4841602.025,361200,Rosedale,1243875.66,4852217.144,-999,-999,24,-999,-999,-999,45,-999,-999,-999,75,75
349200,Waikouaiti,1418084.286,4947399.987,353400,Dunedin Central,1406218.955,4916572.423,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,12
151500,Pakuranga Heights South West,1768063.474,5912355.875,150500,Pakuranga Heights North West,1768244.553,5913268.165,-999,-999,27,-999,-999,24,-999,-999,-999,-999,48,48
120900,Massey Royal Road West,1743794.088,5922295.84,122500,Massey East,1744492.539,5921264.885,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,12,12
206900,Kaiti North,2038989.348,5708013.195,206400,Te Hapara East,2036668.353,5709434.072,-999,-999,18,-999,-999,-999,6,-999,-999,-999,36,36
143100,Remuera Abbotts Park,1761574.251,5916363.599,139400,Remuera West,1759182.03,5918050.285,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,15,15
127200,Akoranga,1756531.479,5926258.044,125600,Hillcrest North (Auckland),1755588.266,5927000.799,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,9
196300,Kaitemako (Tauranga City),1879924.539,5818324.43,195900,Maungatapu,1880203.835,5820678.186,-999,-999,18,-999,-999,-999,9,-999,-999,-999,30,30
317700,Hawthornden,1563644.853,5183069.577,321800,Bush Inn,1565771.121,5180303.889,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,12
254600,Karaka Bay-Worser Bay,1752813.56,5424381.33,253700,Kilbirnie Central,1750045.71,5424508.237,-999,-999,-999,-999,-999,-999,9,6,-999,-999,18,18
338500,Hampstead,1500152.631,5137195.198,337400,Allenton North,1499192.147,5140461.458,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,15,15
335700,Prebbleton,1560263.018,5174805.822,327700,Hoon Hay East,1567708.413,5176386.155,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,15,15
347500,Wakatipu Basin,1267535.273,5011572.46,348400,Frankton,1264814.562,5006211.602,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,15,15
334200,Bankside,1522384.309,5165597.238,321200,Ilam University,1565918.217,5180977.776,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6
110400,Cape Rodney,1746115.638,5986614.546,140300,Mount St John,1758660.28,5916697.062,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6
125300,Te Atatu Peninsula East,1747671.013,5921213.344,124800,Te Atatu Peninsula West,1746837.709,5920643.292,-999,-999,45,-999,-999,45,-999,9,-999,-999,102,102
213400,Hospital Hill,1935597.036,5621622.442,214900,Tareha Reserve,1930980.892,5615763.048,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,9
146100,Mangere Bridge Ambury,1757491.486,5909456.292,137700,Mount Eden North East,1757367.574,5918190.189,-999,-999,9,-999,-999,-999,-999,9,-999,-999,21,21
107000,Woodhill-Vinetown,1718435.569,6045536.254,106300,Pukenui,1713476.113,6043447.606,-999,-999,21,-999,-999,-999,6,-999,-999,-999,30,30
182600,Cambridge North,1817246.548,5805294.018,182300,Fencourt,1818430.276,5808048.339,-999,-999,57,-999,-999,-999,-999,-999,-999,-999,54,54
145700,Stonefields East,1764192.512,5915870.96,148100,Sunnyhills West-Pakuranga North,1766832.732,5913639.223,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,9,9
198000,Hamurana,1885347.338,5785831.24,197700,Tui Ridge,1874715.771,5787678.478,-999,-999,9,-999,-999,-999,45,-999,-999,-999,57,57
112600,Waikoukou Valley,1735379.869,5936238.9,111600,Te Kuru,1732723.87,5948092.411,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,9,9
256200,Solway South,1821640.939,5461330.884,256400,Cameron and Soldiers Park,1823981.212,5462591.947,-999,-999,21,-999,-999,12,-999,-999,-999,-999,36,36
240400,Whitby,1758764.077,5446512.398,252400,Mount Cook East,1748808.125,5426136.249,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6
160500,Weymouth East,1766988.602,5899335.858,155500,Manukau Central,1766365.534,5904449.364,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,9
156900,Baverstock,1770649.357,5908374.543,152200,Botany Downs West,1770523.601,5913450.631,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,15,15
208000,Puketitiri-Tutira,1914618.744,5654984.821,209400,Frimley,1928707.332,5607221.912,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,9
116300,Paremoremo West,1744236.682,5931080.457,117300,Albany Central,1752234.194,5933923.727,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6
208700,Poukawa,1917169.069,5592325.035,210500,Hastings Central,1930095.949,5605165.325,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12,12
253900,Melrose,1749731.895,5423698.984,252400,Mount Cook East,1748808.125,5426136.249,-999,9,-999,-999,-999,6,-999,15,-999,-999,33,33
307200,Lower Wairau ,1683983.455,5406858.603,307900,Blenheim Central,1680318.444,5403598.429,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,9
144700,Glen Innes West,1765503.654,5917588.535,149000,Pakuranga West,1766467.126,5912571.924,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,9
354000,Concord,1403013.381,4913402.667,352600,Green Island,1401239.749,4913081.127,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,12,12
178800,Kahikatea,1798136.121,5813841.002,179700,Hamilton East Village,1801926.499,5814976.268,-999,-999,12,-999,-999,-999,-999,6,-999,-999,21,21
201400,Owhata East,1889063.588,5773749.837,201000,Holdens Bay-Rotokawa,1891514.131,5776218.854,-999,-999,24,-999,-999,-999,-999,-999,-999,-999,24,24
200900,Owhata West,1888487.892,5774666.211,198600,Pleasant Heights,1881045.136,5775088.343,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,6
136500,New Lynn South,1749892.898,5912557.435,138900,Blockhouse Bay South,1751270.102,5912065.803,-999,-999,45,-999,-999,-999,-999,-999,-999,-999,48,48
107300,Raumanga,1717444.516,6043036.336,107800,Oakleigh-Mangapai,1709737.706,6026916.311,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,12,12
237100,Paraparaumu Beach West,1767196.003,5471340.648,239900,Porirua Central,1753219.693,5443446.092,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,9
137900,Wesley West,1753823.781,5914967.045,140400,Mount Roskill Central North,1755278.028,5913825.559,-999,-999,60,-999,-999,9,-999,-999,-999,-999,81,81
242500,Wallaceville,1772989.213,5444888.46,242000,Trentham North,1771700.929,5444481.147,-999,-999,-999,-999,-999,51,-999,-999,-999,-999,57,57
212300,Bay View,1932067.477,5627112.468,212900,Ahuriri,1935244.144,5622396.15,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,12,12
135400,West Lynn,1748404.532,5912127.699,135000,Avondale South (Auckland),1751230.239,5914502.064,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,9
127000,Te Atatu South-Central,1747032.517,5919143.072,124500,Te Atatu Peninsula Central,1747286.048,5922041.092,-999,-999,24,-999,-999,-999,-999,9,-999,-999,39,39
148200,Favona North,1761068.3,5909234.2,151400,Otahuhu South West,1763831.24,5908852.091,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,9
312700,Omihi,1595665.616,5240779.069,312900,Amberley,1578147.104,5221928.026,-999,-999,21,-999,-999,-999,-999,-999,-999,-999,24,24
193100,Bellevue,1875965.644,5825148.163,192600,Matua North,1875494.744,5826665.701,-999,-999,24,-999,-999,-999,-999,-999,-999,-999,30,30
236000,Makahika,1803036.277,5497128.255,234800,Ohau-Manakau,1786505.604,5492327.677,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6
231100,Royal Oak (Palmerston North City),1826191.187,5532129.86,230400,Kelvin Grove North,1826042.103,5533057.9,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,9
351000,Wakari,1404857.914,4918613.508,353200,Campus South,1406901.411,4917615.407,-999,69,24,-999,-999,18,-999,18,-999,-999,129,129
227700,Mount Taylor,1817467.959,5546754.297,227500,Awahuri,1810268.299,5541566.086,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,9
331200,Huntsbury,1571811.813,5175935.791,321200,Ilam University,1565918.217,5180977.776,-999,21,-999,-999,-999,-999,-999,6,-999,-999,42,42
228600,Kauwhata,1810195.095,5527484.381,228800,Newbury,1819157.432,5531977.463,-999,-999,51,-999,-999,6,-999,-999,-999,-999,66,66
360600,Prestonville-Grasmere,1241791.341,4853150.778,361400,Hargest,1244812.595,4852246.569,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,9
129200,Point Chevalier West,1751750.765,5918678.687,130300,Westmere South-Western Springs,1753542.998,5919226.473,-999,9,18,-999,12,60,-999,-999,-999,-999,102,102
101800,Whakarara,1677497.545,6119649.836,101900,Kaeo,1667702.384,6109614.395,-999,-999,9,-999,-999,-999,36,-999,-999,-999,42,42
300900,Upper Moutere,1587558.857,5433551.305,301600,Moutere Hills,1602815.121,5431920.686,-999,-999,39,-999,-999,-999,15,-999,-999,-999,54,54
167500,Kauaeranga,1833276.642,5889986.341,167800,Thames South,1827268.309,5885518.705,-999,-999,21,-999,-999,-999,15,-999,-999,-999,33,33
172200,Ngaruawahia South,1789008.89,5827447.045,179500,Hamilton Lake,1800166.251,5814171.82,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12,12
124300,Henderson Larnoch,1744231.642,5919519.708,117300,Albany Central,1752234.194,5933923.727,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,12
244400,Avalon West,1762779.458,5438236.497,243600,Belmont (Lower Hutt City),1761118.149,5438363.846,-999,-999,30,-999,-999,-999,-999,-999,-999,-999,30,30
351900,Normanby ,1409356.636,4920602.67,353400,Dunedin Central,1406218.955,4916572.423,-999,6,-999,-999,-999,-999,-999,6,-999,-999,21,21
332100,Redcliffs,1578337.546,5176330.18,321200,Ilam University,1565918.217,5180977.776,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,33,33
119400,Greenhithe South,1751208.574,5929123.336,134800,Auckland-University,1757717.235,5920148.171,-999,12,-999,-999,-999,-999,-999,27,-999,-999,42,42
191600,Kaitemako (Western Bay of Plenty District),1881762.206,5813496.49,194300,Omanu Beach,1882969.878,5827208.527,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,9
125900,Milford Central,1757827.194,5928989.889,134800,Auckland-University,1757717.235,5920148.171,-999,9,-999,-999,-999,-999,-999,33,-999,-999,48,48
116900,Fairview Heights,1753337.827,5935915.89,117400,Albany West,1750694.096,5932478.837,-999,-999,30,-999,-999,-999,-999,-999,-999,-999,36,36
201300,Tihiotonga-Whakarewarewa,1884892.344,5770976.804,200200,Hillcrest (Rotorua District),1883451.255,5772607.519,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,9
178500,Fairview Downs,1802879.644,5818173.941,176200,Rototuna South,1800019.613,5820995.631,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,12,12
118600,North Harbour,1753108.632,5931899.093,134800,Auckland-University,1757717.235,5920148.171,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6
342800,Waimate East,1445400.237,5044331.848,341100,Timaru Central,1460749.914,5082391.104,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,9,9
118700,Browns Bay South East,1755176.551,5934253.095,118100,Albany South,1752629.072,5932737.941,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6
218200,Ferndale,1691502.548,5672730.804,218600,Upper Vogeltown,1693688.692,5672650.842,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,6
178100,Dinsdale South,1797155.468,5814191.658,181200,Riverlea,1804673.26,5813255.995,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6
116700,Albany Heights,1751287.908,5935076.601,116500,Long Bay,1754833.352,5938176.204,-999,-999,12,-999,-999,-999,6,-999,-999,-999,21,21
145100,Glendowie South,1766441.812,5918513.69,140500,Remuera North,1760796.947,5918198.232,-999,-999,6,-999,-999,-999,21,-999,-999,-999,27,27
153500,Otara West,1766075.284,5908393.018,155500,Manukau Central,1766365.534,5904449.364,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,12
345200,Earnscleugh,1305961.367,4978982.568,345400,Clyde,1311283.453,4989093.508,-999,-999,15,-999,-999,-999,6,-999,-999,-999,24,24
228800,Newbury,1819157.432,5531977.463,231400,Milverton,1822462.975,5529023.984,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,9
132300,New Lynn North,1748955.384,5914722.884,133200,Queen Street,1757384.655,5920563.801,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,15
162600,Takanini South East,1772969.803,5897920.261,154400,Otara Central,1767093.171,5908370.32,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,15
241800,Silverstream (Upper Hutt City),1768643.834,5442392.441,251300,Wellington University,1748011.652,5427644.255,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,33,33
142100,Hillsborough West (Auckland),1755639.701,5912589.032,140400,Mount Roskill Central North,1755278.028,5913825.559,-999,6,60,-999,9,102,-999,-999,-999,-999,174,174
337400,Allenton North,1499192.147,5140461.458,338400,Netherby,1500884.057,5138465.108,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,6
338400,Netherby,1500884.057,5138465.108,338300,Ashburton East,1500261.125,5138157.986,-999,-999,15,-999,-999,21,-999,-999,-999,-999,39,39
312800,Balcairn,1582436.499,5224546.578,315000,Southbrook,1567380.291,5202772.71,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,9
156800,Rongomai West,1768170.633,5906351.406,154400,Otara Central,1767093.171,5908370.32,-999,18,6,-999,-999,-999,-999,-999,-999,-999,33,33
106500,Tikipunga South,1720484.366,6049109.503,108300,Onerahi,1723256.915,6041128.342,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,9
121500,Totara Vale North,1754426.894,5930393.411,120400,Unsworth Heights East,1753512.705,5930812.279,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,9
242500,Wallaceville,1772989.213,5444888.46,241600,Poets Block,1771760.562,5445581.835,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,12,12
353200,Campus South,1406901.411,4917615.407,324900,Hagley Park,1569279.482,5180196.929,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,15,15
244700,Petone East,1758466.916,5434562.131,244300,Hutt Central North,1759849.11,5436319.804,-999,-999,12,-999,-999,-999,-999,15,-999,-999,24,24
121300,Sunnynook North,1755480.038,5931349.784,126800,Takapuna Central,1757895.959,5927847.675,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6
329100,Somerfield East,1570076.743,5177012.032,330800,St Martins,1572050.696,5177246.086,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,9
243200,Maungaraki,1757607.46,5436403.341,244000,Alicetown-Melling,1758746.6,5435754.596,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,18,18
235900,Waiopehu,1794428.229,5499534.459,234700,Donnelly Park,1792062.236,5501595.043,-999,-999,6,-999,-999,-999,9,-999,-999,-999,21,21
132800,Grey Lynn Central,1755658.768,5919002.017,117400,Albany West,1750694.096,5932478.837,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,9
137900,Wesley West,1753823.781,5914967.045,132200,Mount Albert North,1753086.675,5917637.497,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,15,15
308000,Riversdale-Islington,1680707.994,5404566.737,307900,Blenheim Central,1680318.444,5403598.429,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,15,15
318900,Avonhead West,1563659.155,5182072.971,319700,Avonhead South,1563797.631,5181095.701,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,18,18
147100,Panmure East,1765747.069,5914351.318,154400,Otara Central,1767093.171,5908370.32,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15,15
337100,Eiffelton,1492893.89,5131817.248,336000,Lincoln West,1557892.182,5167594.099,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6
219800,Pembroke,1702150.985,5644800.527,217300,Strandon,1694726.404,5676694.789,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,18,18
134900,New Lynn Seabrook,1748916.403,5912926.4,135600,New Lynn Central South,1749857.362,5913368.435,-999,-999,9,-999,-999,15,-999,-999,-999,-999,24,24
232300,Hokowhitu South,1824295.687,5528246.257,229300,Milson South,1821290.362,5531865.022,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,6
214500,Nelson Park,1936068.831,5620699.752,215200,McLean Park,1936712.332,5619487.193,-999,-999,18,-999,15,6,-999,-999,-999,-999,45,45
214900,Tareha Reserve,1930980.892,5615763.048,213200,Taradale South,1929132.974,5615928.123,-999,30,-999,-999,-999,39,-999,-999,-999,-999,75,75
248700,Paparangi,1752552.05,5435585.256,248600,Johnsonville North,1751139.027,5435514.874,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,9
177800,Porritt,1801407.215,5818485.453,177300,Chartwell,1800608.713,5819035.837,-999,-999,12,-999,-999,9,-999,-999,-999,-999,21,21
211300,Haumoana-Te Awanga,1941006.393,5605224.651,213200,Taradale South,1929132.974,5615928.123,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,12
117000,Whenuapai,1744666.754,5927016.512,120200,Hobsonville Point,1748251.704,5926368.066,-999,9,30,-999,-999,-999,42,-999,-999,-999,87,87
176500,Saint Andrews East,1799245.474,5819142.528,179500,Hamilton Lake,1800166.251,5814171.82,-999,-999,6,-999,-999,-999,-999,9,-999,-999,15,15
142300,Waikowhai North,1754974.102,5911937.02,132200,Mount Albert North,1753086.675,5917637.497,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6
218500,Waitara West,1706214.202,5682785.207,217500,Bell Block West,1698465.389,5679283.944,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,9,9
301600,Moutere Hills,1602815.121,5431920.686,305600,Grampians,1622899.618,5428280.539,-999,-999,9,-999,-999,-999,9,-999,-999,-999,27,27
302300,Wakefield,1603697.996,5415658.271,305300,Rutherford,1623641.492,5430040.678,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,6
240900,Ranui Heights ,1755240.491,5442762.995,239300,Elsdon-Takapuwahia,1751880.465,5445006.739,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,6,6
133400,Hobson Ridge Central,1756952.13,5920242.392,131800,Freemans Bay,1756053.034,5920093.299,-999,-999,-999,-999,-999,54,-999,-999,-999,-999,60,60
114900,Whangaparoa Central,1754985.205,5944038.447,114600,Stanmore Bay West,1754445.43,5945558.936,-999,-999,69,-999,-999,-999,-999,-999,-999,-999,72,72
314900,Rangiora South East,1568398.668,5204807.85,314200,Rangiora North East,1567627.306,5206078.534,-999,-999,18,-999,-999,60,-999,-999,-999,-999,87,87
148500,Mangere North,1759807.855,5908145.217,154200,Aorere South,1763546.344,5905612.081,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,12,12
249700,Newlands South,1752628.916,5433606.056,253700,Kilbirnie Central,1750045.71,5424508.237,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,12
256600,Homebush-Te Ore Ore,1828182.483,5459748.552,255700,Solway North,1821365.383,5462633.738,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,18,18
